161873.102;161561.344;161120.325;160973.411;160558.601;160340.040;160200.814;160149.823;159837.523;159757.410;159701.413;159761.661;159680.362;159555.476;159686.625;159850.288;159613.428;159607.800;159307.567;159750.175;159439.833;159846.140;160199.073;160777.148;161024.303;161385.841;161635.551;161716.879;161481.632;161308.741;161207.225;161278.619;161007.902;160873.004;160935.995;160978.478;161005.500;161057.126;161328.573;161411.114;161377.727;161671.078;161551.456;161793.440;161977.492;161927.492;162234.223;162468.108;162634.407;163001.207;163294.298;163794.956;164155.703;164608.881;165072.360;165423.250;166099.099;166616.048;166853.570;167491.096;168485.919;169466.138;170436.214;171658.903;172145.450;171861.299;171188.538;170777.950;171242.553;171695.051;173017.723;172758.878;171842.972;170623.339;169953.986;170503.718;172253.348;173184.916;171982.781;171763.838;170892.806;170397.980;171320.806;171821.478;171504.589;171351.871;171106.035;171430.323;171248.178;171407.355;171303.110;171038.258;170454.442;170943.658;170748.609;171022.239;170368.649;171042.709;170579.930;171047.151;170465.966;170424.325;170810.987;171061.317;170522.635;170537.418;170169.469;170349.383;169217.875;170436.385;170536.703;169983.542;169151.075;169125.817;168335.021;168958.112;169001.042;169922.362;169620.819;170478.759;169469.090;169616.952;168162.909;168679.154;168468.197;168650.525;169595.505;169871.128;170052.442;169647.564;168090.102;167485.885;167757.011;169233.773;170424.980;169846.579;167026.602;159593.501;142870.571;118321.026;85129.069;52133.132;26403.793;11013.782;3837.218;1478.466;957.739;699.401;581.605;545.775;547.388;472.270;519.776;667.807;464.989;785.268;461.452;528.098;439.943;444.148;377.347;600.834;583.666;325.382;399.101;493.508;384.089;390.209;316.585;421.189;340.730;335.528;215.860;0.000;0.000;0.000;0.000;0.000;0.000

Samples: 283
1137.635;1386.630;1682.645;1346.805;1289.645;1378.625;1333.665;1342.650;1409.690;1254.645;1615.690;1117.655;1390.685;735.645;1315.665;1331.635;1353.645;1496.650;1371.635;1461.640;1169.665;1303.650;1373.645;1774.650;1445.655;1187.635;1465.655;1147.650;1217.655;1214.640;1214.655;1389.660;1288.640;1494.645;828.620;1273.630;763.630;1549.660;2065.625;1245.665;1121.650;1618.660;823.640;1289.640;1763.640;1127.670;914.640;1252.660;1104.620;1622.645;1060.635;843.640;1434.640;1398.650;1157.625;1326.655;1235.645;1545.660;1307.620;1451.655;1189.640;1435.645;854.630;1443.665;863.635;1465.670;1470.640;1222.675;1252.630;1242.650;1443.650;978.675;1114.630;1470.645;998.640;1518.660;1003.650;1383.630;880.650;1239.655;1125.655;1147.625;1504.650;1639.640;1323.660;1005.640;1153.635;1307.650;1270.630;1342.575;1377.540;1327.555;1058.570;1521.600;1337.560;1630.590;1051.550;1610.605;1153.570;1500.590;1290.570;1024.605;1277.545;1242.590;1690.550;1345.595;1596.560;1454.560;1038.565;1374.570;1759.560;1335.560;1706.555;1446.580;1522.535;1508.570;1766.565;1525.560;1347.560;2001.570;1599.565;1792.550;1391.590;1919.545;2064.565;1848.555;2781.580;1911.565;2368.545;3363.570;2677.575;1982.565;1411.590;1972.555;2436.550;1312.545;2390.595;1554.570;1976.575;1533.570;1176.580;800.565;228.535;155.565;75.560;19.555;15.575;7.550;8.595;8.560;6.585;7.540;7.585;7.560;6.580;7.545;6.600;8.545;6.570;6.535;5.585;4.555;7.570;6.530;4.570;7.550;3.555;4.545;5.585;5.555;4.550;3.555;3.575;2.555;4.550;5.530;4.555;4.580;5.540
1568.635;1899.630;2320.645;1853.805;1782.645;1898.625;1848.665;1848.650;1948.690;1734.645;2236.690;1543.655;1928.685;1004.645;1826.665;1838.635;1887.645;2069.650;1903.635;2016.640;1623.665;1794.650;1913.645;2457.650;2004.655;1640.635;2040.655;1587.650;1690.655;1671.640;1692.655;1929.660;1799.640;2067.645;1149.620;1769.630;1051.630;2146.660;2882.625;1727.665;1557.650;2244.660;1137.640;1793.640;2452.640;1565.670;1276.640;1736.660;1540.620;2253.645;1482.635;1166.640;2007.640;1941.650;1610.625;1838.655;1726.645;2151.660;1822.620;2017.655;1660.640;1996.645;1178.630;2007.665;1193.635;2046.670;2047.640;1704.675;1744.630;1727.650;2010.650;1359.675;1553.630;2046.645;1392.640;2113.660;1387.650;1929.630;1219.650;1723.655;1564.655;1595.625;2098.650;2284.640;1844.660;1390.640;1609.635;1823.650;1759.630;1872.575;1914.540;1847.555;1467.570;2108.600;1859.560;2276.590;1454.550;2246.605;1594.570;2095.590;1786.570;1416.605;1769.545;1726.590;2350.550;1868.595;2213.560;2025.560;1431.565;1902.570;2438.560;1848.560;2361.555;2001.580;2110.535;2081.570;2448.565;2097.560;1860.560;2759.570;2209.565;2468.550;1901.590;2629.545;2844.565;2520.555;3813.580;2601.565;3252.545;4603.570;3697.575;2739.565;1975.590;2763.555;3468.550;1857.545;3432.595;2234.570;2894.575;2233.570;1734.580;1173.565;327.535;218.565;100.560;22.555;15.575;7.550;7.595;7.560;6.585;7.540;6.585;7.560;6.580;5.545;5.600;7.545;5.570;4.535;5.585;4.555;6.570;4.530;4.570;6.550;3.555;3.545;4.585;4.555;2.550;3.555;3.575;3.555;3.550;4.530;3.555;3.580;5.540
1681.635;2044.630;2491.645;1992.805;1913.645;2046.625;1986.665;1991.650;2092.690;1866.645;2403.690;1659.655;2074.685;1082.645;1965.665;1982.635;2027.645;2227.650;2045.635;2177.640;1746.665;1936.650;2056.645;2652.650;2158.655;1767.635;2193.655;1708.650;1815.655;1807.640;1821.655;2079.660;1933.640;2233.645;1237.620;1906.630;1134.630;2314.660;3108.625;1864.665;1678.650;2424.660;1226.640;1933.640;2645.640;1686.670;1376.640;1877.660;1663.620;2433.645;1596.635;1261.640;2162.640;2099.650;1739.625;1986.655;1861.645;2326.660;1964.620;2180.655;1791.640;2159.645;1274.630;2172.665;1289.635;2214.670;2212.640;1839.675;1884.630;1866.650;2173.650;1470.675;1675.630;2212.645;1502.640;2288.660;1503.650;2087.630;1320.650;1865.655;1692.655;1721.625;2270.650;2472.640;1996.660;1507.640;1739.635;1973.650;1906.630;2028.575;2074.540;1999.555;1590.570;2290.600;2012.560;2461.590;1578.550;2431.605;1734.570;2271.590;1939.570;1536.605;1919.545;1873.590;2552.550;2029.595;2402.560;2195.560;1556.565;2065.570;2649.560;2009.560;2565.555;2174.580;2290.535;2263.570;2659.565;2286.560;2019.560;3002.570;2398.565;2684.550;2071.590;2864.545;3091.565;2745.555;4147.580;2837.565;3538.545;5019.570;4022.575;2987.565;2148.590;3013.555;3764.550;2024.545;3731.595;2433.570;3132.575;2428.570;1877.580;1273.565;356.535;238.565;109.560;24.555;15.575;8.550;9.595;9.560;7.585;8.540;8.585;8.560;7.580;7.545;7.600;8.545;6.570;5.535;7.585;5.555;8.570;6.530;4.570;7.550;5.555;4.545;4.585;5.555;4.550;4.555;4.575;4.555;5.550;6.530;3.555;4.580;5.540
1708.635;2076.630;2532.645;2021.805;1941.645;2072.625;2013.665;2023.650;2126.690;1894.645;2438.690;1687.655;2107.685;1099.645;1992.665;2010.635;2058.645;2261.650;2072.635;2209.640;1771.665;1964.650;2088.645;2687.650;2188.655;1795.635;2221.655;1734.650;1842.655;1834.640;1845.655;2110.660;1963.640;2265.645;1255.620;1936.630;1152.630;2350.660;3154.625;1890.665;1700.650;2457.660;1244.640;1960.640;2684.640;1711.670;1395.640;1905.660;1684.620;2471.645;1619.635;1281.640;2195.640;2131.650;1763.625;2015.655;1887.645;2358.660;1994.620;2212.655;1818.640;2190.645;1291.630;2201.665;1309.635;2244.670;2245.640;1868.675;1911.630;1893.650;2204.650;1492.675;1701.630;2245.645;1524.640;2318.660;1525.650;2117.630;1339.650;1893.655;1718.655;1748.625;2302.650;2507.640;2025.660;1529.640;1762.635;2003.650;1935.630;2055.575;2105.540;2031.555;1613.570;2324.600;2044.560;2499.590;1601.550;2468.605;1757.570;2300.590;1968.570;1557.605;1947.545;1899.590;2588.550;2057.595;2436.560;2227.560;1578.565;2094.570;2688.560;2037.560;2600.555;2207.580;2325.535;2302.570;2698.565;2319.560;2050.560;3050.570;2437.565;2729.550;2104.590;2911.545;3141.565;2792.555;4215.580;2886.565;3596.545;5109.570;4084.575;3031.565;2178.590;3051.555;3810.550;2047.545;3772.595;2457.570;3159.575;2449.570;1892.580;1282.565;357.535;240.565;111.560;25.555;15.575;8.550;9.595;8.560;8.585;8.540;7.585;8.560;7.580;7.545;6.600;8.545;6.570;6.535;7.585;6.555;7.570;6.530;5.570;7.550;5.555;4.545;6.585;7.555;4.550;4.555;4.575;3.555;4.550;5.530;5.555;5.580;6.540
1701.635;2069.630;2521.645;2013.805;1935.645;2067.625;2006.665;2013.650;2119.690;1885.645;2430.690;1678.655;2098.685;1092.645;1984.665;2003.635;2051.645;2251.650;2065.635;2201.640;1765.665;1955.650;2079.645;2677.650;2178.655;1787.635;2215.655;1729.650;1837.655;1827.640;1838.655;2101.660;1956.640;2257.645;1250.620;1928.630;1147.630;2338.660;3141.625;1883.665;1694.650;2445.660;1239.640;1957.640;2671.640;1707.670;1391.640;1898.660;1679.620;2462.645;1613.635;1277.640;2185.640;2124.650;1757.625;2010.655;1882.645;2351.660;1984.620;2204.655;1812.640;2181.645;1286.630;2193.665;1305.635;2238.670;2238.640;1860.675;1906.630;1884.650;2198.650;1485.675;1694.630;2239.645;1519.640;2315.660;1518.650;2108.630;1334.650;1887.655;1713.655;1739.625;2295.650;2501.640;2019.660;1525.640;1757.635;1995.650;1928.630;2051.575;2096.540;2022.555;1610.570;2317.600;2036.560;2488.590;1597.550;2460.605;1752.570;2296.590;1962.570;1552.605;1943.545;1891.590;2579.550;2052.595;2429.560;2220.560;1572.565;2088.570;2680.560;2032.560;2594.555;2201.580;2318.535;2293.570;2692.565;2314.560;2045.560;3041.570;2427.565;2721.550;2098.590;2903.545;3133.565;2786.555;4205.580;2877.565;3587.545;5090.570;4072.575;3020.565;2169.590;3042.555;3797.550;2039.545;3756.595;2447.570;3147.575;2438.570;1882.580;1276.565;356.535;238.565;110.560;24.555;16.575;8.550;9.595;8.560;7.585;7.540;7.585;9.560;6.580;7.545;7.600;8.545;6.570;6.535;5.585;5.555;7.570;6.530;5.570;7.550;5.555;5.545;4.585;5.555;4.550;4.555;4.575;4.555;5.550;6.530;3.555;4.580;5.540
1708.635;2076.630;2530.645;2022.805;1942.645;2072.625;2015.665;2019.650;2123.690;1892.645;2442.690;1685.655;2105.685;1098.645;1991.665;2010.635;2055.645;2260.650;2072.635;2205.640;1770.665;1967.650;2087.645;2688.650;2185.655;1792.635;2224.655;1734.650;1841.655;1834.640;1845.655;2110.660;1964.640;2268.645;1256.620;1936.630;1151.630;2349.660;3151.625;1888.665;1700.650;2459.660;1243.640;1962.640;2685.640;1713.670;1396.640;1906.660;1687.620;2468.645;1620.635;1281.640;2197.640;2133.650;1765.625;2017.655;1888.645;2361.660;1995.620;2212.655;1818.640;2192.645;1291.630;2202.665;1311.635;2245.670;2249.640;1864.675;1913.630;1895.650;2206.650;1491.675;1701.630;2247.645;1525.640;2320.660;1524.650;2118.630;1341.650;1891.655;1716.655;1746.625;2305.650;2509.640;2024.660;1529.640;1764.635;2001.650;1936.630;2056.575;2106.540;2030.555;1615.570;2322.600;2045.560;2497.590;1602.550;2467.605;1759.570;2304.590;1970.570;1556.605;1949.545;1900.590;2588.550;2058.595;2439.560;2228.560;1578.565;2096.570;2689.560;2039.560;2603.555;2207.580;2325.535;2297.570;2700.565;2320.560;2051.560;3049.570;2436.565;2726.550;2105.590;2912.545;3142.565;2791.555;4215.580;2887.565;3597.545;5105.570;4086.575;3032.565;2177.590;3052.555;3811.550;2044.545;3772.595;2455.570;3157.575;2449.570;1891.580;1281.565;358.535;239.565;110.560;25.555;15.575;8.550;8.595;8.560;7.585;8.540;7.585;7.560;6.580;7.545;7.600;8.545;6.570;6.535;7.585;5.555;7.570;6.530;5.570;7.550;4.555;4.545;5.585;5.555;4.550;4.555;3.575;3.555;4.550;6.530;4.555;5.580;6.540
1690.635;2054.630;2507.645;2001.805;1924.645;2053.625;1994.665;2000.650;2107.690;1876.645;2415.690;1667.655;2085.685;1088.645;1975.665;1992.635;2037.645;2237.650;2052.635;2188.640;1754.665;1945.650;2067.645;2661.650;2166.655;1774.635;2202.655;1719.650;1825.655;1817.640;1828.655;2088.660;1946.640;2242.645;1243.620;1916.630;1139.630;2326.660;3125.625;1871.665;1683.650;2434.660;1233.640;1941.640;2658.640;1693.670;1383.640;1884.660;1668.620;2443.645;1604.635;1268.640;2171.640;2110.650;1747.625;1994.655;1870.645;2336.660;1973.620;2190.655;1799.640;2167.645;1277.630;2177.665;1295.635;2221.670;2222.640;1847.675;1894.630;1874.650;2181.650;1476.675;1683.630;2222.645;1508.640;2293.660;1510.650;2098.630;1325.650;1874.655;1700.655;1729.625;2279.650;2484.640;2004.660;1514.640;1745.635;1982.650;1914.630;2035.575;2082.540;2010.555;1598.570;2298.600;2021.560;2473.590;1586.550;2439.605;1740.570;2280.590;1949.570;1540.605;1929.545;1881.590;2562.550;2035.595;2410.560;2205.560;1562.565;2070.570;2661.560;2017.560;2575.555;2184.580;2298.535;2275.570;2669.565;2293.560;2028.560;3016.570;2410.565;2695.550;2079.590;2875.545;3105.565;2755.555;4165.580;2850.565;3557.545;5040.570;4041.575;3000.565;2160.590;3023.555;3783.550;2033.545;3751.595;2442.570;3147.575;2441.570;1888.580;1281.565;357.535;239.565;111.560;25.555;16.575;9.550;9.595;9.560;8.585;8.540;7.585;9.560;7.580;7.545;7.600;8.545;6.570;6.535;6.585;5.555;8.570;6.530;5.570;8.550;5.555;4.545;6.585;6.555;4.550;5.555;5.575;4.555;5.550;5.530;4.555;4.580;6.540
1570.635;1897.630;2321.645;1854.805;1781.645;1900.625;1848.665;1851.650;1948.690;1731.645;2233.690;1544.655;1930.685;1006.645;1824.665;1841.635;1885.645;2067.650;1903.635;2020.640;1625.665;1798.650;1913.645;2462.650;2006.655;1641.635;2038.655;1590.650;1688.655;1673.640;1692.655;1926.660;1797.640;2069.645;1151.620;1771.630;1054.630;2144.660;2881.625;1728.665;1555.650;2244.660;1138.640;1794.640;2453.640;1563.670;1278.640;1738.660;1541.620;2252.645;1482.635;1168.640;2007.640;1941.650;1612.625;1839.655;1728.645;2152.660;1822.620;2019.655;1663.640;1999.645;1180.630;2009.665;1195.635;2049.670;2045.640;1705.675;1744.630;1727.650;2012.650;1360.675;1550.630;2048.645;1392.640;2112.660;1391.650;1928.630;1221.650;1726.655;1564.655;1591.625;2100.650;2283.640;1845.660;1390.640;1610.635;1821.650;1759.630;1872.575;1913.540;1846.555;1470.570;2108.600;1859.560;2273.590;1457.550;2244.605;1597.570;2093.590;1788.570;1416.605;1770.545;1725.590;2352.550;1866.595;2212.560;2024.560;1432.565;1901.570;2440.560;1848.560;2362.555;1998.580;2113.535;2079.570;2450.565;2096.560;1862.560;2756.570;2207.565;2464.550;1902.590;2624.545;2841.565;2515.555;3807.580;2597.565;3251.545;4597.570;3691.575;2734.565;1979.590;2761.555;3467.550;1858.545;3432.595;2234.570;2892.575;2233.570;1737.580;1176.565;331.535;220.565;103.560;23.555;15.575;8.550;9.595;8.560;8.585;8.540;7.585;9.560;7.580;8.545;7.600;8.545;6.570;6.535;7.585;6.555;8.570;6.530;4.570;7.550;5.555;5.545;5.585;6.555;5.550;4.555;4.575;4.555;5.550;6.530;4.555;5.580;6.540
1284.635;1560.630;1902.645;1519.805;1459.645;1557.625;1508.665;1517.650;1593.690;1418.645;1826.690;1261.655;1574.685;822.645;1489.665;1505.635;1536.645;1690.650;1553.635;1648.640;1323.665;1467.650;1556.645;2010.650;1635.655;1341.635;1658.655;1297.650;1375.655;1366.640;1375.655;1576.660;1461.640;1690.645;932.620;1443.630;854.630;1750.660;2346.625;1410.665;1267.650;1830.660;923.640;1461.640;1995.640;1273.670;1034.640;1417.660;1250.620;1834.645;1201.635;947.640;1626.640;1579.650;1308.625;1498.655;1400.645;1750.660;1479.620;1641.655;1347.640;1626.645;955.630;1633.665;968.635;1661.670;1662.640;1382.675;1417.630;1405.650;1630.650;1104.675;1259.630;1665.645;1127.640;1720.660;1128.650;1566.630;991.650;1398.655;1271.655;1294.625;1706.650;1855.640;1497.660;1127.640;1307.635;1478.650;1434.630;1522.575;1559.540;1502.555;1196.570;1717.600;1513.560;1850.590;1185.550;1827.605;1303.570;1703.590;1460.570;1152.605;1443.545;1405.590;1919.550;1523.595;1809.560;1651.560;1173.565;1553.570;1997.560;1511.560;1937.555;1638.580;1730.535;1706.570;2011.565;1723.560;1530.560;2272.570;1820.565;2033.550;1573.590;2173.545;2353.565;2091.555;3165.580;2166.565;2697.545;3819.570;3050.575;2254.565;1613.590;2248.555;2801.550;1491.545;2741.595;1773.570;2274.575;1753.570;1354.580;917.565;255.535;172.565;80.560;17.555;12.575;6.550;7.595;7.560;6.585;6.540;6.585;6.560;6.580;4.545;5.600;6.545;4.570;4.535;4.585;2.555;5.570;5.530;2.570;5.550;2.555;2.545;2.585;3.555;1.550;1.555;1.575;1.555;2.550;4.530;2.555;2.580;3.540
1496.635;1830.630;2217.645;1778.805;1702.645;1822.625;1765.665;1777.650;1864.690;1663.645;2142.690;1482.655;1844.685;970.645;1746.665;1769.635;1802.645;1988.650;1814.635;1942.640;1550.665;1729.650;1826.645;2361.650;1917.655;1578.635;1947.655;1524.650;1616.655;1617.640;1616.655;1855.660;1719.640;1992.645;1100.620;1701.630;1012.630;2066.660;2762.625;1662.665;1493.650;2160.660;1093.640;1722.640;2353.640;1503.670;1222.640;1677.660;1476.620;2169.645;1418.635;1130.640;1922.640;1874.650;1546.625;1777.655;1652.645;2073.660;1746.620;1944.655;1592.640;1925.645;1138.630;1933.665;1153.635;1967.670;1975.640;1637.675;1678.630;1666.650;1935.650;1312.675;1495.630;1974.645;1337.640;2038.660;1342.650;1860.630;1180.650;1662.655;1511.655;1533.625;2021.650;2205.640;1775.660;1348.640;1545.635;1757.650;1703.630;1802.575;1851.540;1779.555;1419.570;2044.600;1794.560;2188.590;1410.550;2158.605;1547.570;2016.590;1730.570;1365.605;1710.545;1667.590;2268.550;1804.595;2140.560;1947.560;1388.565;1836.570;2356.560;1786.560;2280.555;1934.580;2030.535;2018.570;2362.565;2033.560;1794.560;2671.570;2127.565;2384.550;1841.590;2544.545;2736.565;2440.555;3666.580;2521.565;3127.545;4453.570;3562.575;2653.565;1897.590;2673.555;3325.550;1802.545;3322.595;2175.570;2787.575;2177.570;1678.580;1142.565;320.535;216.565;100.560;24.555;16.575;9.550;10.595;8.560;8.585;8.540;7.585;9.560;7.580;7.545;7.600;8.545;6.570;6.535;7.585;5.555;8.570;6.530;5.570;7.550;5.555;4.545;5.585;6.555;5.550;5.555;4.575;4.555;6.550;6.530;3.555;5.580;6.540
1700.635;2069.630;2517.645;2013.805;1933.645;2066.625;2005.665;2011.650;2113.690;1885.645;2431.690;1678.655;2097.685;1094.645;1983.665;2003.635;2049.645;2250.650;2067.635;2199.640;1765.665;1959.650;2077.645;2680.650;2176.655;1786.635;2214.655;1726.650;1836.655;1827.640;1838.655;2100.660;1956.640;2258.645;1251.620;1928.630;1145.630;2342.660;3144.625;1881.665;1694.650;2448.660;1240.640;1956.640;2675.640;1705.670;1391.640;1896.660;1679.620;2461.645;1614.635;1275.640;2185.640;2124.650;1757.625;2010.655;1879.645;2351.660;1985.620;2205.655;1811.640;2181.645;1287.630;2195.665;1304.635;2237.670;2236.640;1861.675;1907.630;1887.650;2197.650;1485.675;1696.630;2239.645;1518.640;2313.660;1518.650;2110.630;1334.650;1886.655;1712.655;1742.625;2295.650;2498.640;2018.660;1524.640;1760.635;1993.650;1931.630;2048.575;2096.540;2023.555;1610.570;2314.600;2037.560;2490.590;1598.550;2458.605;1754.570;2293.590;1962.570;1551.605;1942.545;1893.590;2578.550;2051.595;2430.560;2220.560;1574.565;2089.570;2681.560;2031.560;2596.555;2199.580;2318.535;2291.570;2691.565;2311.560;2045.560;3038.570;2431.565;2716.550;2097.590;2900.545;3128.565;2781.555;4198.580;2876.565;3584.545;5086.570;4073.575;3022.565;2172.590;3043.555;3799.550;2042.545;3768.595;2451.570;3158.575;2449.570;1893.580;1284.565;358.535;239.565;110.560;25.555;16.575;7.550;8.595;8.560;7.585;7.540;7.585;7.560;6.580;7.545;6.600;8.545;6.570;5.535;7.585;5.555;7.570;6.530;5.570;7.550;4.555;4.545;5.585;5.555;4.550;3.555;4.575;4.555;3.550;6.530;4.555;4.580;5.540
1710.635;2076.630;2532.645;2025.805;1942.645;2075.625;2015.665;2020.650;2130.690;1894.645;2443.690;1687.655;2109.685;1100.645;1992.665;2012.635;2058.645;2263.650;2075.635;2209.640;1772.665;1967.650;2087.645;2689.650;2191.655;1794.635;2227.655;1736.650;1844.655;1837.640;1847.655;2110.660;1964.640;2268.645;1257.620;1940.630;1152.630;2355.660;3157.625;1892.665;1702.650;2462.660;1246.640;1965.640;2684.640;1713.670;1398.640;1907.660;1686.620;2473.645;1622.635;1282.640;2196.640;2130.650;1767.625;2018.655;1889.645;2364.660;1995.620;2216.655;1819.640;2193.645;1292.630;2203.665;1310.635;2246.670;2248.640;1868.675;1915.630;1896.650;2207.650;1495.675;1705.630;2249.645;1526.640;2323.660;1527.650;2120.630;1341.650;1896.655;1721.655;1748.625;2305.650;2511.640;2026.660;1530.640;1767.635;2003.650;1936.630;2056.575;2107.540;2032.555;1617.570;2324.600;2046.560;2499.590;1604.550;2470.605;1761.570;2305.590;1970.570;1558.605;1949.545;1902.590;2590.550;2060.595;2439.560;2230.560;1581.565;2097.570;2691.560;2040.560;2606.555;2209.580;2327.535;2302.570;2704.565;2321.560;2053.560;3053.570;2437.565;2730.550;2105.590;2914.545;3145.565;2793.555;4219.580;2888.565;3601.545;5108.570;4090.575;3031.565;2180.590;3052.555;3813.550;2048.545;3779.595;2461.570;3167.575;2454.570;1897.580;1287.565;359.535;240.565;110.560;24.555;16.575;8.550;9.595;9.560;7.585;8.540;7.585;8.560;6.580;7.545;7.600;8.545;6.570;6.535;6.585;5.555;8.570;6.530;4.570;7.550;4.555;3.545;5.585;5.555;3.550;4.555;3.575;3.555;5.550;5.530;4.555;4.580;5.540
1706.635;2073.630;2526.645;2021.805;1940.645;2070.625;2012.665;2017.650;2124.690;1892.645;2436.690;1681.655;2103.685;1098.645;1988.665;2008.635;2055.645;2259.650;2071.635;2208.640;1769.665;1961.650;2085.645;2687.650;2186.655;1788.635;2223.655;1732.650;1839.655;1831.640;1841.655;2108.660;1959.640;2264.645;1254.620;1936.630;1150.630;2350.660;3153.625;1890.665;1699.650;2459.660;1243.640;1961.640;2682.640;1711.670;1394.640;1903.660;1684.620;2470.645;1619.635;1280.640;2192.640;2128.650;1762.625;2015.655;1887.645;2359.660;1992.620;2210.655;1817.640;2189.645;1290.630;2200.665;1309.635;2241.670;2245.640;1863.675;1912.630;1892.650;2202.650;1491.675;1701.630;2246.645;1523.640;2320.660;1523.650;2115.630;1339.650;1891.655;1716.655;1744.625;2301.650;2506.640;2023.660;1529.640;1763.635;2001.650;1934.630;2054.575;2104.540;2030.555;1613.570;2319.600;2042.560;2495.590;1600.550;2465.605;1759.570;2300.590;1967.570;1554.605;1945.545;1898.590;2588.550;2055.595;2434.560;2223.560;1578.565;2092.570;2687.560;2035.560;2600.555;2206.580;2322.535;2299.570;2697.565;2318.560;2052.560;3047.570;2434.565;2725.550;2101.590;2907.545;3138.565;2786.555;4208.580;2883.565;3596.545;5096.570;4078.575;3025.565;2175.590;3044.555;3804.550;2043.545;3769.595;2454.570;3157.575;2447.570;1889.580;1282.565;358.535;240.565;111.560;25.555;15.575;8.550;7.595;8.560;7.585;8.540;7.585;8.560;6.580;7.545;6.600;8.545;6.570;6.535;6.585;6.555;7.570;6.530;5.570;7.550;5.555;6.545;5.585;5.555;5.550;5.555;5.575;4.555;5.550;6.530;4.555;5.580;6.540
1704.635;2072.630;2523.645;2016.805;1936.645;2070.625;2009.665;2013.650;2121.690;1888.645;2432.690;1680.655;2098.685;1095.645;1983.665;2006.635;2050.645;2255.650;2068.635;2200.640;1767.665;1957.650;2079.645;2681.650;2180.655;1788.635;2218.655;1729.650;1837.655;1830.640;1840.655;2103.660;1957.640;2260.645;1252.620;1930.630;1149.630;2344.660;3143.625;1885.665;1696.650;2452.660;1239.640;1959.640;2675.640;1707.670;1391.640;1899.660;1681.620;2464.645;1615.635;1276.640;2189.640;2123.650;1759.625;2011.655;1880.645;2354.660;1987.620;2206.655;1813.640;2184.645;1287.630;2196.665;1307.635;2236.670;2240.640;1862.675;1907.630;1890.650;2198.650;1488.675;1696.630;2239.645;1519.640;2316.660;1521.650;2113.630;1336.650;1888.655;1713.655;1742.625;2296.650;2500.640;2018.660;1523.640;1757.635;1995.650;1930.630;2050.575;2098.540;2026.555;1609.570;2317.600;2040.560;2491.590;1598.550;2458.605;1752.570;2295.590;1963.570;1552.605;1944.545;1893.590;2580.550;2051.595;2433.560;2220.560;1575.565;2089.570;2682.560;2032.560;2597.555;2201.580;2319.535;2293.570;2694.565;2311.560;2045.560;3039.570;2431.565;2720.550;2098.590;2903.545;3134.565;2781.555;4201.580;2876.565;3587.545;5089.570;4074.575;3023.565;2172.590;3043.555;3801.550;2043.545;3767.595;2453.570;3156.575;2447.570;1892.580;1282.565;358.535;240.565;110.560;25.555;16.575;9.550;10.595;8.560;8.585;8.540;8.585;9.560;8.580;7.545;7.600;8.545;6.570;6.535;7.585;5.555;8.570;6.530;5.570;7.550;6.555;4.545;5.585;6.555;4.550;4.555;4.575;4.555;5.550;6.530;4.555;5.580;6.540
1677.635;2039.630;2484.645;1987.805;1906.645;2037.625;1979.665;1985.650;2088.690;1859.645;2397.690;1655.655;2070.685;1079.645;1956.665;1976.635;2023.645;2223.650;2037.635;2171.640;1740.665;1932.650;2050.645;2644.650;2151.655;1762.635;2185.655;1704.650;1807.655;1806.640;1813.655;2074.660;1931.640;2228.645;1233.620;1905.630;1130.630;2312.660;3102.625;1858.665;1671.650;2418.660;1219.640;1931.640;2639.640;1684.670;1371.640;1872.660;1655.620;2429.645;1593.635;1260.640;2159.640;2096.650;1735.625;1984.655;1855.645;2324.660;1959.620;2179.655;1788.640;2156.645;1269.630;2165.665;1288.635;2210.670;2208.640;1836.675;1880.630;1862.650;2168.650;1467.675;1674.630;2209.645;1497.640;2284.660;1500.650;2085.630;1318.650;1861.655;1690.655;1717.625;2265.650;2471.640;1993.660;1504.640;1733.635;1966.650;1906.630;2022.575;2072.540;1997.555;1589.570;2286.600;2012.560;2459.590;1578.550;2426.605;1730.570;2264.590;1940.570;1531.605;1916.545;1868.590;2551.550;2024.595;2401.560;2190.560;1553.565;2059.570;2647.560;2004.560;2563.555;2171.580;2287.535;2262.570;2656.565;2282.560;2016.560;3000.570;2398.565;2681.550;2067.590;2859.545;3088.565;2742.555;4142.580;2835.565;3536.545;5017.570;4016.575;2984.565;2144.590;3006.555;3757.550;2021.545;3735.595;2434.570;3135.575;2435.570;1882.580;1278.565;355.535;239.565;109.560;23.555;15.575;8.550;8.595;8.560;8.585;8.540;7.585;9.560;7.580;7.545;6.600;8.545;6.570;6.535;6.585;5.555;7.570;6.530;5.570;7.550;4.555;4.545;4.585;6.555;4.550;5.555;3.575;4.555;4.550;6.530;4.555;5.580;6.540
