0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
872.635;1062.630;1293.645;1033.805;992.645;1059.625;1031.665;1031.650;1087.690;967.645;1248.690;860.655;1076.685;558.645;1019.665;1026.635;1053.645;1156.650;1058.635;1129.640;906.665;1003.650;1067.645;1372.650;1118.655;916.635;1139.655;885.650;942.655;940.640;947.655;1080.660;1010.640;1166.645;647.620;997.630;593.630;1213.660;1632.625;974.665;878.650;1272.660;643.640;1015.640;1394.640;889.670;728.640;990.660;880.620;1290.645;848.635;669.640;1150.640;1119.650;926.625;1057.655;992.645;1246.660;1050.620;1166.655;963.640;1160.645;684.630;1169.665;696.635;1199.670;1201.640;1000.675;1027.630;1017.650;1189.650;806.675;922.630;1220.645;829.640;1268.660;836.650;1169.630;739.650;1052.655;957.655;975.625;1296.650;1421.640;1150.660;873.640;1011.635;1157.650;1125.630;1205.575;1244.540;1209.555;970.570;1412.600;1253.560;1551.590;1005.550;1572.605;1133.570;1516.590;1320.570;1067.605;1375.545;1392.590;1975.550;1629.595;1983.560;1836.560;1288.565;1699.570;2151.560;1610.560;2028.555;1701.580;1755.535;1701.570;1897.565;1466.560;1041.560;1082.570;496.565;259.550;73.590;31.545;8.565;2.555;3.580;2.565;2.545;2.570;2.575;2.565;1.590;1.555;1.550;2.545;1.595;2.570;1.575;1.570;1.580;2.565;2.535;1.565;2.560;2.555;1.575;1.550;0.595;1.560;1.585;1.540;1.585;2.560;1.580;1.545;1.600;1.545;1.570;1.535;1.585;2.555;1.570;0.530;1.570;1.550;1.555;1.545;1.585;1.555;1.550;1.555;1.575;2.555;0.550;1.530;0.555;1.580;1.540
1712.635;2080.630;2539.645;2027.805;1949.645;2083.625;2028.665;2029.650;2132.690;1903.645;2454.690;1691.655;2118.685;1101.645;2006.665;2021.635;2071.645;2278.650;2089.635;2227.640;1785.665;1980.650;2106.645;2714.650;2206.655;1809.635;2249.655;1750.650;1861.655;1857.640;1873.655;2140.660;1995.640;2307.645;1279.620;1972.630;1173.630;2401.660;3229.625;1933.665;1743.650;2522.660;1278.640;2016.640;2766.640;1765.670;1442.640;1965.660;1743.620;2560.645;1679.635;1328.640;2282.640;2218.650;1837.625;2105.655;1971.645;2472.660;2090.620;2321.655;1912.640;2309.645;1358.630;2326.665;1386.635;2384.670;2391.640;1990.675;2044.630;2026.650;2366.650;1604.675;1836.630;2429.645;1654.640;2527.660;1668.650;2329.630;1473.650;2096.655;1909.655;1947.625;2585.650;2831.640;2294.660;1742.640;2019.635;2306.650;2247.630;2404.575;2479.540;2412.555;1936.570;2818.600;2499.560;3092.590;2007.550;3137.605;2266.570;3024.590;2635.570;2132.605;2745.545;2779.590;3936.550;3253.595;3957.560;3669.560;2573.565;3392.570;4299.560;3217.560;4056.555;3402.580;3512.535;3404.570;3798.565;2932.560;2085.560;2167.570;997.565;522.550;151.590;61.545;19.565;8.555;6.580;5.565;5.545;6.570;8.575;5.565;4.590;5.555;5.550;3.545;6.595;3.570;6.575;4.570;5.580;4.565;3.535;4.565;5.560;4.555;6.575;4.550;4.595;4.560;4.585;4.540;4.585;4.560;4.580;4.545;4.600;4.545;3.570;3.535;4.585;2.555;4.570;4.530;2.570;4.550;3.555;2.545;2.585;3.555;2.550;2.555;2.575;1.555;3.550;3.530;2.555;2.580;3.540
1721.635;2091.630;2550.645;2037.805;1958.645;2090.625;2036.665;2036.650;2143.690;1910.645;2466.690;1700.655;2130.685;1106.645;2014.665;2032.635;2084.645;2287.650;2098.635;2238.640;1793.665;1987.650;2116.645;2724.650;2218.655;1819.635;2258.655;1759.650;1871.655;1867.640;1880.655;2151.660;2005.640;2318.645;1285.620;1982.630;1179.630;2412.660;3245.625;1941.665;1751.650;2534.660;1283.640;2026.640;2776.640;1774.670;1447.640;1976.660;1754.620;2570.645;1688.635;1335.640;2292.640;2230.650;1849.625;2114.655;1983.645;2486.660;2099.620;2332.655;1922.640;2316.645;1366.630;2337.665;1393.635;2396.670;2402.640;2000.675;2054.630;2038.650;2380.650;1611.675;1845.630;2441.645;1662.640;2539.660;1677.650;2341.630;1483.650;2106.655;1918.655;1957.625;2597.650;2845.640;2307.660;1749.640;2028.635;2319.650;2253.630;2419.575;2490.540;2422.555;1945.570;2831.600;2510.560;3107.590;2013.550;3149.605;2273.570;3038.590;2650.570;2139.605;2758.545;2789.590;3953.550;3263.595;3973.560;3685.560;2584.565;3408.570;4321.560;3233.560;4077.555;3420.580;3531.535;3421.570;3815.565;2949.560;2098.560;2182.570;1005.565;526.550;153.590;63.545;19.565;7.555;7.580;5.565;5.545;6.570;8.575;7.565;3.590;4.555;6.550;3.545;7.595;4.570;7.575;4.570;4.580;5.565;3.535;4.565;5.560;3.555;6.575;3.550;4.595;4.560;3.585;4.540;3.585;4.560;3.580;3.545;2.600;5.545;3.570;2.535;3.585;3.555;5.570;3.530;3.570;4.550;2.555;2.545;3.585;3.555;2.550;2.555;2.575;2.555;2.550;4.530;2.555;3.580;3.540
1727.635;2092.630;2555.645;2042.805;1965.645;2095.625;2040.665;2040.650;2153.690;1916.645;2470.690;1706.655;2133.685;1109.645;2022.665;2037.635;2090.645;2294.650;2103.635;2245.640;1799.665;1996.650;2122.645;2733.650;2223.655;1822.635;2265.655;1764.650;1875.655;1869.640;1887.655;2155.660;2011.640;2321.645;1288.620;1990.630;1182.630;2419.660;3252.625;1947.665;1756.650;2541.660;1284.640;2029.640;2786.640;1777.670;1452.640;1982.660;1756.620;2573.645;1693.635;1338.640;2299.640;2237.650;1853.625;2117.655;1986.645;2491.660;2103.620;2337.655;1927.640;2323.645;1369.630;2341.665;1394.635;2403.670;2408.640;2002.675;2058.630;2041.650;2387.650;1617.675;1848.630;2446.645;1664.640;2544.660;1679.650;2345.630;1484.650;2112.655;1922.655;1959.625;2604.650;2852.640;2311.660;1753.640;2033.635;2322.650;2260.630;2419.575;2497.540;2430.555;1947.570;2834.600;2515.560;3116.590;2017.550;3152.605;2277.570;3043.590;2652.570;2143.605;2760.545;2793.590;3959.550;3265.595;3977.560;3688.560;2590.565;3413.570;4329.560;3242.560;4092.555;3430.580;3546.535;3437.570;3837.565;2964.560;2111.560;2195.570;1010.565;529.550;153.590;64.545;20.565;8.555;7.580;5.565;6.545;7.570;8.575;7.565;3.590;4.555;5.550;4.545;7.595;4.570;7.575;5.570;5.580;5.565;5.535;5.565;6.560;4.555;7.575;4.550;5.595;4.560;4.585;4.540;4.585;5.560;4.580;4.545;4.600;5.545;4.570;4.535;3.585;3.555;5.570;4.530;2.570;5.550;3.555;2.545;3.585;4.555;3.550;3.555;2.575;2.555;3.550;4.530;2.555;3.580;4.540
1571.635;1905.630;2328.645;1860.805;1787.645;1908.625;1857.665;1857.650;1960.690;1743.645;2246.690;1552.655;1942.685;1012.645;1840.665;1850.635;1901.645;2084.650;1918.635;2036.640;1637.665;1812.650;1931.645;2480.650;2021.655;1657.635;2060.655;1602.650;1709.655;1695.640;1717.655;1955.660;1832.640;2106.645;1173.620;1806.630;1076.630;2190.660;2952.625;1767.665;1595.650;2302.660;1167.640;1842.640;2526.640;1612.670;1319.640;1796.660;1595.620;2333.645;1539.635;1211.640;2084.640;2023.650;1679.625;1916.655;1805.645;2254.660;1910.620;2116.655;1747.640;2105.645;1243.630;2123.665;1266.635;2172.670;2175.640;1815.675;1861.630;1848.650;2158.650;1462.675;1673.630;2209.645;1508.640;2298.660;1518.650;2119.630;1342.650;1908.655;1737.655;1772.625;2350.650;2571.640;2089.660;1580.640;1841.635;2096.650;2035.630;2184.575;2250.540;2188.555;1754.570;2546.600;2263.560;2806.590;1815.550;2839.605;2045.570;2735.590;2380.570;1927.605;2481.545;2504.590;3547.550;2925.595;3560.560;3305.560;2321.565;3062.570;3890.560;2914.560;3685.555;3095.580;3217.535;3108.570;3493.565;2694.560;1935.560;2001.570;930.565;485.550;142.590;58.545;18.565;8.555;7.580;6.565;6.545;6.570;8.575;7.565;5.590;5.555;6.550;4.545;7.595;5.570;7.575;6.570;5.580;6.565;4.535;5.565;5.560;4.555;6.575;4.550;4.595;4.560;4.585;4.540;4.585;5.560;5.580;5.545;4.600;6.545;4.570;3.535;4.585;4.555;6.570;4.530;3.570;5.550;3.555;3.545;3.585;4.555;3.550;3.555;3.575;3.555;3.550;4.530;3.555;4.580;4.540
1270.635;1542.630;1879.645;1500.805;1441.645;1538.625;1493.665;1496.650;1575.690;1402.645;1806.690;1249.655;1559.685;814.645;1475.665;1490.635;1523.645;1677.650;1538.635;1636.640;1312.665;1456.650;1548.645;1992.650;1622.655;1330.635;1647.655;1286.650;1367.655;1360.640;1374.655;1570.660;1462.640;1691.645;936.620;1445.630;858.630;1761.660;2362.625;1417.665;1275.650;1847.660;934.640;1476.640;2021.640;1289.670;1051.640;1439.660;1273.620;1867.645;1226.635;968.640;1666.640;1618.650;1340.625;1534.655;1439.645;1801.660;1523.620;1694.655;1394.640;1683.645;991.630;1696.665;1009.635;1738.670;1742.640;1449.675;1486.630;1478.650;1724.650;1168.675;1338.630;1773.645;1203.640;1841.660;1216.650;1696.630;1075.650;1526.655;1392.655;1420.625;1884.650;2063.640;1675.660;1266.640;1476.635;1682.650;1640.630;1755.575;1813.540;1763.555;1417.570;2058.600;1830.560;2266.590;1471.550;2299.605;1662.570;2219.590;1939.570;1570.605;2026.545;2051.590;2916.550;2409.595;2936.560;2716.560;1904.565;2492.570;3145.560;2340.560;2940.555;2446.580;2513.535;2408.570;2670.565;2043.560;1451.560;1503.570;694.565;363.550;105.590;43.545;13.565;4.555;5.580;2.565;2.545;5.570;7.575;4.565;0.590;2.555;3.550;0.545;5.595;1.570;5.575;2.570;2.580;3.565;0.535;1.565;4.560;1.555;4.575;0.550;2.595;2.560;2.585;2.540;1.585;3.560;1.580;1.545;1.600;3.545;1.570;1.535;2.585;0.555;3.570;2.530;0.570;3.550;0.555;0.545;1.585;2.555;0.000;0.000;0.575;0.000;1.550;1.530;0.555;1.580;2.540
1535.635;1873.630;2275.645;1821.805;1746.645;1870.625;1813.665;1822.650;1917.690;1707.645;2200.690;1521.655;1897.685;993.645;1796.665;1818.635;1858.645;2046.650;1871.635;2002.640;1600.665;1783.650;1885.645;2433.650;1981.655;1625.635;2014.655;1576.650;1668.655;1676.640;1674.655;1925.660;1787.640;2073.645;1149.620;1773.630;1055.630;2160.660;2895.625;1739.665;1564.650;2267.660;1146.640;1810.640;2479.640;1586.670;1290.640;1769.660;1564.620;2300.645;1503.635;1196.640;2046.640;1997.650;1650.625;1894.655;1764.645;2223.660;1874.620;2086.655;1713.640;2074.645;1223.630;2089.665;1247.635;2136.670;2146.640;1782.675;1833.630;1819.650;2124.650;1439.675;1646.630;2181.645;1482.640;2267.660;1498.650;2091.630;1325.650;1880.655;1713.655;1742.625;2316.650;2542.640;2055.660;1564.640;1806.635;2069.650;2018.630;2153.575;2226.540;2159.555;1736.570;2527.600;2240.560;2766.590;1800.550;2801.605;2031.570;2700.590;2363.570;1904.605;2455.545;2482.590;3515.550;2901.595;3534.560;3267.560;2305.565;3034.570;3847.560;2883.560;3640.555;3059.580;3147.535;3075.570;3423.565;2660.560;1885.560;1968.570;901.565;472.550;136.590;57.545;17.565;8.555;7.580;5.565;6.545;6.570;8.575;6.565;4.590;4.555;5.550;4.545;7.595;4.570;6.575;4.570;5.580;4.565;4.535;5.565;5.560;3.555;7.575;4.550;4.595;4.560;3.585;5.540;4.585;4.560;4.580;4.545;4.600;5.545;3.570;3.535;3.585;3.555;5.570;4.530;3.570;5.550;2.555;3.545;3.585;3.555;3.550;3.555;2.575;3.555;3.550;4.530;3.555;3.580;4.540
1705.635;2076.630;2526.645;2020.805;1940.645;2074.625;2017.665;2021.650;2130.690;1895.645;2444.690;1689.655;2113.685;1100.645;1999.665;2017.635;2066.645;2269.650;2083.635;2219.640;1778.665;1975.650;2098.645;2701.650;2200.655;1805.635;2241.655;1746.650;1857.655;1856.640;1865.655;2133.660;1990.640;2302.645;1276.620;1967.630;1172.630;2394.660;3220.625;1926.665;1736.650;2516.660;1271.640;2009.640;2754.640;1758.670;1436.640;1959.660;1739.620;2550.645;1674.635;1326.640;2276.640;2214.650;1834.625;2100.655;1967.645;2465.660;2083.620;2317.655;1907.640;2301.645;1358.630;2320.665;1384.635;2376.670;2384.640;1985.675;2040.630;2019.650;2361.650;1601.675;1832.630;2425.645;1650.640;2519.660;1665.650;2325.630;1473.650;2088.655;1903.655;1941.625;2580.650;2824.640;2287.660;1737.640;2013.635;2299.650;2239.630;2397.575;2472.540;2405.555;1930.570;2810.600;2491.560;3081.590;2002.550;3123.605;2255.570;3011.590;2629.570;2122.605;2733.545;2764.590;3914.550;3232.595;3938.560;3646.560;2566.565;3383.570;4292.560;3215.560;4060.555;3408.580;3521.535;3420.570;3816.565;2951.560;2104.560;2186.570;1006.565;528.550;153.590;62.545;19.565;7.555;6.580;5.565;4.545;6.570;8.575;7.565;4.590;5.555;6.550;4.545;6.595;4.570;7.575;5.570;4.580;5.565;4.535;4.565;5.560;4.555;6.575;4.550;4.595;4.560;4.585;4.540;4.585;5.560;3.580;4.545;3.600;4.545;4.570;4.535;4.585;3.555;5.570;3.530;3.570;4.550;3.555;3.545;3.585;4.555;3.550;3.555;3.575;2.555;2.550;3.530;2.555;3.580;3.540
1733.635;2107.630;2570.645;2052.805;1971.645;2107.625;2051.665;2051.650;2161.690;1924.645;2483.690;1714.655;2145.685;1116.645;2030.665;2050.635;2097.645;2305.650;2116.635;2253.640;1807.665;2004.650;2133.645;2746.650;2235.655;1831.635;2277.655;1773.650;1886.655;1881.640;1895.655;2167.660;2024.640;2336.645;1296.620;2000.630;1189.630;2431.660;3265.625;1959.665;1762.650;2554.660;1291.640;2040.640;2798.640;1786.670;1458.640;1990.660;1765.620;2590.645;1701.635;1347.640;2312.640;2245.650;1860.625;2130.655;1997.645;2503.660;2115.620;2349.655;1936.640;2335.645;1377.630;2354.665;1404.635;2414.670;2419.640;2016.675;2070.630;2050.650;2399.650;1624.675;1857.630;2461.645;1674.640;2558.660;1688.650;2358.630;1494.650;2122.655;1934.655;1968.625;2615.650;2866.640;2322.660;1761.640;2044.635;2335.650;2271.630;2433.575;2508.540;2440.555;1957.570;2849.600;2525.560;3128.590;2030.550;3169.605;2291.570;3057.590;2665.570;2155.605;2778.545;2810.590;3982.550;3283.595;3998.560;3707.560;2607.565;3436.570;4348.560;3257.560;4108.555;3444.580;3556.535;3447.570;3847.565;2972.560;2115.560;2199.570;1014.565;531.550;153.590;64.545;19.565;8.555;8.580;6.565;6.545;7.570;8.575;6.565;4.590;5.555;5.550;3.545;8.595;5.570;7.575;5.570;5.580;5.565;4.535;4.565;6.560;4.555;6.575;4.550;4.595;5.560;4.585;4.540;4.585;5.560;4.580;4.545;4.600;6.545;3.570;3.535;3.585;3.555;5.570;4.530;2.570;5.550;3.555;2.545;3.585;4.555;2.550;3.555;2.575;3.555;3.550;4.530;2.555;4.580;4.540
