0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
658.635;798.630;974.645;777.805;747.645;796.625;778.665;776.650;818.690;730.645;939.690;650.655;815.685;418.645;771.665;774.635;797.645;872.650;801.635;854.640;685.665;757.650;810.645;1042.650;847.655;691.635;863.655;668.650;712.655;711.640;717.655;818.660;765.640;877.645;486.620;753.630;447.630;911.660;1231.625;733.665;661.650;956.660;482.640;764.640;1046.640;666.670;544.640;741.660;659.620;963.645;634.635;499.640;859.640;833.650;691.625;786.655;740.645;924.660;779.620;865.655;713.640;856.645;501.630;859.665;512.635;879.670;881.640;730.675;749.630;738.650;865.650;583.675;667.630;879.645;597.640;910.660;595.650;832.630;523.650;743.655;674.655;684.625;904.650;988.640;794.660;599.640;691.635;787.650;759.630;808.575;827.540;798.555;632.570;917.600;803.560;987.590;630.550;974.605;691.570;909.590;773.570;612.605;766.545;749.590;1020.550;811.595;961.560;878.560;618.565;827.570;1062.560;805.560;1025.555;872.580;915.535;910.570;1065.565;918.560;808.560;1208.570;962.565;1081.550;830.590;1154.545;1246.565;1107.555;1671.580;1144.565;1425.545;2027.570;1617.575;1200.565;861.590;1212.555;1514.550;813.545;1499.595;975.570;1251.575;966.570;741.580;499.565;135.535;89.565;38.560;7.555;3.575;2.550;1.595;1.560;1.585;1.540;1.585;1.560;1.580;2.545;1.600;1.545;1.570;0.535;0.585;1.555;0.570;0.530;0.570;0.550;1.555;1.545;0.585;0.555;1.550;1.555;0.575;1.555;0.550;0.530;0.555;0.580;1.540
1323.635;1607.630;1961.645;1568.805;1507.645;1607.625;1561.665;1566.650;1650.690;1464.645;1890.690;1306.655;1635.685;849.645;1543.665;1557.635;1596.645;1752.650;1609.635;1708.640;1373.665;1523.650;1617.645;2083.650;1697.655;1387.635;1723.655;1343.650;1429.655;1420.640;1429.655;1633.660;1522.640;1756.645;973.620;1499.630;891.630;1819.660;2438.625;1462.665;1318.650;1902.660;963.640;1519.640;2078.640;1325.670;1081.640;1473.660;1304.620;1912.645;1253.635;987.640;1699.640;1649.650;1363.625;1559.655;1460.645;1825.660;1544.620;1711.655;1407.640;1695.645;999.630;1702.665;1012.635;1737.670;1734.640;1444.675;1479.630;1464.650;1704.650;1150.675;1316.630;1736.645;1181.640;1794.660;1179.650;1635.630;1033.650;1465.655;1326.655;1350.625;1780.650;1939.640;1565.660;1181.640;1364.635;1546.650;1494.630;1589.575;1625.540;1568.555;1247.570;1796.600;1579.560;1936.590;1237.550;1909.605;1358.570;1781.590;1520.570;1201.605;1505.545;1467.590;2000.550;1589.595;1882.560;1720.560;1217.565;1615.570;2077.560;1574.560;2011.555;1705.580;1797.535;1775.570;2086.565;1788.560;1584.560;2352.570;1883.565;2101.550;1621.590;2243.545;2424.565;2148.555;3248.580;2221.565;2772.545;3929.570;3148.575;2339.565;1683.590;2361.555;2955.550;1586.545;2933.595;1907.570;2457.575;1895.570;1464.580;985.565;273.535;181.565;83.560;18.555;12.575;6.550;7.595;7.560;6.585;6.540;6.585;6.560;5.580;5.545;4.600;6.545;4.570;4.535;4.585;4.555;6.570;5.530;3.570;5.550;3.555;3.545;4.585;3.555;2.550;2.555;2.575;2.555;3.550;4.530;2.555;3.580;3.540
959.635;1159.630;1413.645;1130.805;1086.645;1155.625;1121.665;1127.650;1183.690;1052.645;1358.690;936.655;1170.685;615.645;1107.665;1119.635;1143.645;1252.650;1156.635;1221.640;984.665;1088.650;1156.645;1488.650;1215.655;995.635;1231.655;963.650;1023.655;1011.640;1021.655;1164.660;1085.640;1250.645;695.620;1068.630;638.630;1294.660;1736.625;1043.665;942.650;1350.660;689.640;1084.640;1477.640;944.670;768.640;1046.660;928.620;1354.645;891.635;701.640;1205.640;1163.650;968.625;1103.655;1038.645;1289.660;1096.620;1214.655;998.640;1200.645;712.630;1208.665;718.635;1225.670;1225.640;1023.675;1045.630;1039.650;1202.650;817.675;931.630;1227.645;834.640;1268.660;834.650;1152.630;735.650;1032.655;937.655;957.625;1257.650;1363.640;1106.660;832.640;967.635;1088.650;1053.630;1121.575;1147.540;1105.555;881.570;1262.600;1113.560;1361.590;874.550;1344.605;957.570;1253.590;1072.570;850.605;1062.545;1033.590;1410.550;1119.595;1326.560;1210.560;863.565;1138.570;1461.560;1108.560;1421.555;1199.580;1272.535;1249.570;1474.565;1259.560;1124.560;1656.570;1337.565;1486.550;1154.590;1587.545;1723.565;1525.555;2315.580;1579.565;1976.545;2780.570;2229.575;1641.565;1183.590;1638.555;2046.550;1089.545;1997.595;1288.570;1656.575;1264.570;978.580;658.565;188.535;124.565;60.560;15.555;12.575;6.550;6.595;6.560;6.585;7.540;5.585;6.560;5.580;4.545;5.600;6.545;4.570;3.535;5.585;2.555;5.570;4.530;3.570;5.550;2.555;2.545;2.585;4.555;2.550;2.555;2.575;1.555;2.550;4.530;2.555;2.580;3.540
1214.635;1484.630;1802.645;1444.805;1382.645;1479.625;1433.665;1442.650;1513.690;1349.645;1736.690;1205.655;1500.685;786.645;1417.665;1436.635;1461.645;1613.650;1477.635;1575.640;1258.665;1405.650;1482.645;1920.650;1555.655;1281.635;1582.655;1241.650;1312.655;1313.640;1313.655;1508.660;1394.640;1619.645;894.620;1384.630;821.630;1681.660;2242.625;1350.665;1212.650;1757.660;888.640;1402.640;1910.640;1222.670;993.640;1362.660;1199.620;1765.645;1150.635;917.640;1560.640;1522.650;1255.625;1443.655;1340.645;1685.660;1421.620;1580.655;1293.640;1565.645;923.630;1569.665;936.635;1600.670;1602.640;1329.675;1362.630;1353.650;1571.650;1063.675;1213.630;1605.645;1086.640;1658.660;1091.650;1511.630;956.650;1349.655;1228.655;1245.625;1640.650;1790.640;1443.660;1091.640;1254.635;1425.650;1383.630;1464.575;1502.540;1447.555;1153.570;1663.600;1460.560;1784.590;1148.550;1759.605;1257.570;1640.590;1409.570;1110.605;1392.545;1354.590;1847.550;1468.595;1741.560;1583.560;1127.565;1492.570;1915.560;1454.560;1858.555;1574.580;1655.535;1644.570;1925.565;1656.560;1461.560;2175.570;1735.565;1943.550;1502.590;2074.545;2235.565;1991.555;2993.580;2057.565;2555.545;3630.570;2902.575;2157.565;1541.590;2172.555;2700.550;1459.545;2692.595;1754.570;2245.575;1747.570;1339.580;906.565;251.535;168.565;78.560;17.555;12.575;6.550;7.595;6.560;6.585;5.540;6.585;6.560;5.580;5.545;4.600;6.545;4.570;4.535;4.585;3.555;6.570;4.530;2.570;5.550;3.555;2.545;3.585;3.555;2.550;2.555;2.575;2.555;3.550;3.530;2.555;3.580;4.540
1357.635;1648.630;2007.645;1607.805;1542.645;1649.625;1599.665;1607.650;1685.690;1503.645;1937.690;1338.655;1670.685;875.645;1581.665;1600.635;1631.645;1796.650;1647.635;1756.640;1404.665;1561.650;1659.645;2136.650;1736.655;1426.635;1765.655;1380.650;1463.655;1458.640;1464.655;1675.660;1557.640;1800.645;999.620;1541.630;914.630;1871.660;2503.625;1503.665;1351.650;1955.660;988.640;1562.640;2133.640;1362.670;1108.640;1514.660;1338.620;1962.645;1285.635;1017.640;1741.640;1695.650;1400.625;1604.655;1497.645;1875.660;1584.620;1759.655;1442.640;1743.645;1030.630;1751.665;1042.635;1782.670;1786.640;1484.675;1519.630;1504.650;1752.650;1185.675;1353.630;1785.645;1212.640;1845.660;1213.650;1683.630;1065.650;1504.655;1367.655;1390.625;1829.650;1992.640;1611.660;1217.640;1399.635;1589.650;1539.630;1632.575;1672.540;1613.555;1285.570;1849.600;1625.560;1988.590;1275.550;1963.605;1399.570;1830.590;1567.570;1239.605;1549.545;1511.590;2061.550;1634.595;1940.560;1770.560;1256.565;1664.570;2138.560;1620.560;2071.555;1753.580;1850.535;1829.570;2146.565;1842.560;1631.560;2425.570;1939.565;2165.550;1672.590;2313.545;2496.565;2214.555;3345.580;2290.565;2854.545;4050.570;3245.575;2410.565;1732.590;2430.555;3033.550;1633.545;3014.595;1961.570;2523.575;1953.570;1505.580;1017.565;284.535;190.565;87.560;20.555;14.575;7.550;7.595;8.560;6.585;7.540;6.585;7.560;6.580;6.545;6.600;7.545;5.570;5.535;5.585;4.555;6.570;5.530;4.570;6.550;3.555;4.545;4.585;4.555;3.550;3.555;3.575;3.555;4.550;5.530;3.555;3.580;4.540
1383.635;1681.630;2049.645;1640.805;1570.645;1677.625;1629.665;1636.650;1719.690;1531.645;1973.690;1363.655;1702.685;890.645;1611.665;1629.635;1665.645;1828.650;1682.635;1787.640;1431.665;1589.650;1689.645;2175.650;1772.655;1451.635;1799.655;1404.650;1490.655;1485.640;1494.655;1707.660;1587.640;1832.645;1016.620;1568.630;933.630;1902.660;2551.625;1530.665;1377.650;1992.660;1009.640;1592.640;2169.640;1386.670;1128.640;1543.660;1363.620;1997.645;1310.635;1036.640;1774.640;1725.650;1426.625;1633.655;1526.645;1910.660;1614.620;1790.655;1471.640;1775.645;1045.630;1783.665;1060.635;1813.670;1817.640;1509.675;1548.630;1535.650;1785.650;1205.675;1377.630;1819.645;1234.640;1877.660;1234.650;1713.630;1083.650;1531.655;1390.655;1412.625;1863.650;2029.640;1638.660;1238.640;1427.635;1618.650;1565.630;1663.575;1702.540;1643.555;1307.570;1880.600;1654.560;2024.590;1297.550;1997.605;1423.570;1863.590;1596.570;1258.605;1576.545;1537.590;2096.550;1663.595;1975.560;1802.560;1279.565;1694.570;2176.560;1648.560;2108.555;1785.580;1882.535;1860.570;2185.565;1876.560;1662.560;2466.570;1974.565;2204.550;1704.590;2356.545;2544.565;2257.555;3411.580;2335.565;2909.545;4123.570;3302.575;2452.565;1761.590;2468.555;3081.550;1657.545;3055.595;1985.570;2552.575;1973.570;1521.580;1027.565;287.535;190.565;89.560;19.555;13.575;6.550;7.595;7.560;6.585;7.540;6.585;7.560;6.580;6.545;5.600;7.545;6.570;4.535;5.585;5.555;6.570;4.530;4.570;5.550;4.555;4.545;4.585;5.555;3.550;4.555;3.575;3.555;3.550;4.530;3.555;4.580;5.540
1383.635;1680.630;2049.645;1640.805;1570.645;1678.625;1632.665;1636.650;1720.690;1533.645;1976.690;1364.655;1707.685;890.645;1611.665;1629.635;1663.645;1833.650;1682.635;1786.640;1433.665;1591.650;1690.645;2178.650;1772.655;1454.635;1800.655;1405.650;1491.655;1485.640;1495.655;1710.660;1590.640;1835.645;1018.620;1570.630;935.630;1904.660;2555.625;1531.665;1379.650;1991.660;1007.640;1592.640;2172.640;1386.670;1130.640;1543.660;1364.620;1999.645;1313.635;1037.640;1778.640;1726.650;1429.625;1635.655;1529.645;1912.660;1617.620;1792.655;1472.640;1777.645;1049.630;1782.665;1061.635;1816.670;1820.640;1512.675;1550.630;1536.650;1786.650;1208.675;1379.630;1820.645;1235.640;1880.660;1235.650;1717.630;1085.650;1533.655;1391.655;1417.625;1865.650;2030.640;1642.660;1238.640;1427.635;1621.650;1566.630;1665.575;1703.540;1645.555;1310.570;1884.600;1657.560;2025.590;1300.550;1998.605;1425.570;1863.590;1597.570;1262.605;1579.545;1539.590;2100.550;1665.595;1973.560;1806.560;1280.565;1696.570;2178.560;1652.560;2110.555;1787.580;1885.535;1866.570;2190.565;1880.560;1663.560;2471.570;1977.565;2209.550;1707.590;2356.545;2549.565;2261.555;3415.580;2338.565;2919.545;4132.570;3310.575;2454.565;1762.590;2468.555;3083.550;1655.545;3056.595;1986.570;2553.575;1974.570;1524.580;1028.565;286.535;192.565;88.560;19.555;14.575;7.550;7.595;7.560;6.585;6.540;7.585;7.560;6.580;7.545;5.600;7.545;5.570;5.535;5.585;4.555;6.570;6.530;3.570;6.550;4.555;3.545;4.585;4.555;4.550;3.555;3.575;4.555;4.550;5.530;3.555;4.580;4.540
1376.635;1673.630;2038.645;1631.805;1564.645;1673.625;1624.665;1629.650;1712.690;1526.645;1964.690;1359.655;1698.685;886.645;1606.665;1623.635;1658.645;1824.650;1673.635;1783.640;1426.665;1585.650;1679.645;2167.650;1763.655;1445.635;1791.655;1400.650;1485.655;1479.640;1486.655;1703.660;1582.640;1826.645;1012.620;1564.630;928.630;1896.660;2541.625;1526.665;1372.650;1984.660;1003.640;1586.640;2162.640;1382.670;1126.640;1538.660;1360.620;1992.645;1305.635;1034.640;1769.640;1717.650;1422.625;1625.655;1520.645;1900.660;1606.620;1783.655;1464.640;1770.645;1041.630;1775.665;1056.635;1808.670;1809.640;1503.675;1543.630;1527.650;1776.650;1202.675;1372.630;1811.645;1227.640;1871.660;1230.650;1707.630;1080.650;1525.655;1387.655;1407.625;1856.650;2021.640;1628.660;1232.640;1421.635;1612.650;1560.630;1656.575;1698.540;1636.555;1304.570;1874.600;1648.560;2018.590;1294.550;1988.605;1418.570;1857.590;1590.570;1255.605;1570.545;1532.590;2088.550;1657.595;1966.560;1795.560;1272.565;1687.570;2168.560;1643.560;2102.555;1778.580;1876.535;1854.570;2180.565;1870.560;1655.560;2457.570;1968.565;2198.550;1697.590;2348.545;2536.565;2250.555;3399.580;2326.565;2903.545;4110.570;3291.575;2443.565;1755.590;2456.555;3068.550;1648.545;3043.595;1978.570;2541.575;1966.570;1514.580;1024.565;287.535;190.565;87.560;20.555;14.575;7.550;7.595;8.560;6.585;7.540;7.585;7.560;6.580;6.545;6.600;7.545;5.570;4.535;6.585;4.555;6.570;5.530;4.570;7.550;4.555;3.545;3.585;5.555;3.550;3.555;3.575;2.555;3.550;5.530;3.555;3.580;5.540
1359.635;1652.630;2008.645;1609.805;1542.645;1648.625;1602.665;1608.650;1689.690;1505.645;1938.690;1341.655;1672.685;876.645;1582.665;1602.635;1636.645;1796.650;1650.635;1759.640;1408.665;1562.650;1659.645;2139.650;1739.655;1427.635;1768.655;1381.650;1465.655;1460.640;1465.655;1680.660;1560.640;1802.645;999.620;1542.630;916.630;1870.660;2505.625;1504.665;1351.650;1956.660;990.640;1564.640;2133.640;1360.670;1110.640;1517.660;1341.620;1966.645;1287.635;1020.640;1743.640;1695.650;1403.625;1604.655;1500.645;1878.660;1584.620;1761.655;1445.640;1743.645;1029.630;1748.665;1041.635;1783.670;1785.640;1485.675;1521.630;1505.650;1752.650;1186.675;1353.630;1787.645;1212.640;1847.660;1215.650;1683.630;1064.650;1504.655;1365.655;1387.625;1829.650;1994.640;1609.660;1216.640;1402.635;1590.650;1539.630;1634.575;1676.540;1613.555;1283.570;1848.600;1626.560;1987.590;1276.550;1959.605;1398.570;1830.590;1566.570;1238.605;1548.545;1510.590;2059.550;1635.595;1939.560;1773.560;1257.565;1665.570;2139.560;1619.560;2071.555;1753.580;1850.535;1829.570;2147.565;1843.560;1631.560;2426.570;1937.565;2167.550;1672.590;2313.545;2495.565;2216.555;3342.580;2290.565;2851.545;4050.570;3244.575;2410.565;1732.590;2430.555;3036.550;1636.545;3015.595;1963.570;2525.575;1954.570;1506.580;1016.565;283.535;189.565;87.560;19.555;14.575;7.550;7.595;7.560;6.585;7.540;6.585;7.560;6.580;6.545;6.600;8.545;6.570;5.535;5.585;4.555;6.570;5.530;4.570;6.550;3.555;4.545;4.585;4.555;3.550;4.555;3.575;3.555;4.550;4.530;3.555;4.580;4.540
