0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
809.635;981.630;1197.645;957.805;920.645;981.625;955.665;954.650;1005.690;894.645;1155.690;798.655;997.685;517.645;943.665;952.635;977.645;1069.650;983.635;1048.640;838.665;929.650;990.645;1274.650;1034.655;847.635;1054.655;820.650;870.655;870.640;876.655;999.660;932.640;1075.645;596.620;923.630;546.630;1115.660;1502.625;899.665;809.650;1170.660;591.640;936.640;1280.640;817.670;667.640;910.660;805.620;1181.645;777.635;613.640;1052.640;1022.650;846.625;966.655;906.645;1136.660;959.620;1064.655;875.640;1054.645;620.630;1059.665;631.635;1085.670;1087.640;902.675;926.630;914.650;1070.650;724.675;826.630;1092.645;740.640;1130.660;742.650;1036.630;653.650;928.655;842.655;856.625;1135.650;1240.640;1001.660;757.640;873.635;995.650;963.630;1028.575;1055.540;1020.555;812.570;1178.600;1035.560;1274.590;817.550;1268.605;905.570;1193.590;1023.570;813.605;1023.545;1005.590;1382.550;1103.595;1320.560;1219.560;870.565;1173.570;1529.560;1178.560;1534.555;1338.580;1452.535;1485.570;1785.565;1554.560;1358.560;1990.570;1542.565;1685.550;1254.590;1683.545;1744.565;1467.555;2064.580;1269.565;1322.545;1396.570;708.575;275.565;82.590;38.555;14.550;3.545;3.595;1.570;2.575;1.570;1.580;1.565;1.535;1.565;2.560;1.555;1.575;1.550;1.595;1.560;1.585;1.540;0.585;1.560;1.580;2.545;0.600;0.545;1.570;1.535;1.585;2.555;1.570;0.530;1.570;1.550;1.555;1.545;1.585;1.555;1.550;1.555;1.575;2.555;1.550;1.530;1.555;1.580;0.540
1624.635;1976.630;2406.645;1925.805;1847.645;1971.625;1916.665;1925.650;2021.690;1800.645;2321.690;1605.655;2006.685;1045.645;1899.665;1917.635;1960.645;2157.650;1978.635;2110.640;1687.665;1872.650;1992.645;2563.650;2085.655;1710.635;2122.655;1655.650;1756.655;1752.640;1764.655;2017.660;1878.640;2169.645;1204.620;1859.630;1102.630;2253.660;3028.625;1816.665;1633.650;2364.660;1196.640;1891.640;2584.640;1647.670;1345.640;1839.660;1628.620;2385.645;1567.635;1240.640;2126.640;2060.650;1709.625;1952.655;1828.645;2290.660;1934.620;2147.655;1769.640;2132.645;1257.630;2144.665;1276.635;2190.670;2194.640;1824.675;1871.630;1852.650;2163.650;1460.675;1672.630;2207.645;1502.640;2286.660;1507.650;2097.630;1326.650;1878.655;1708.655;1736.625;2295.650;2506.640;2025.660;1531.640;1767.635;2014.650;1948.630;2079.575;2134.540;2065.555;1647.570;2381.600;2098.560;2579.590;1658.550;2564.605;1833.570;2412.590;2075.570;1646.605;2073.545;2035.590;2796.550;2240.595;2673.560;2469.560;1763.565;2374.570;3093.560;2385.560;3112.555;2707.580;2937.535;3006.570;3612.565;3141.560;2751.560;4019.570;3124.565;3406.550;2542.590;3408.545;3529.565;2974.555;4180.580;2569.565;2680.545;2829.570;1439.575;560.565;169.590;80.555;31.550;7.545;10.595;6.570;8.575;7.570;6.580;7.565;5.535;6.565;6.560;5.555;7.575;5.550;4.595;5.560;4.585;5.540;5.585;5.560;5.580;3.545;4.600;6.545;4.570;3.535;4.585;3.555;5.570;4.530;2.570;4.550;2.555;2.545;2.585;3.555;2.550;2.555;2.575;2.555;3.550;4.530;2.555;3.580;3.540
1625.635;1974.630;2406.645;1926.805;1846.645;1971.625;1917.665;1922.650;2021.690;1801.645;2323.690;1608.655;2005.685;1044.645;1900.665;1920.635;1962.645;2155.650;1980.635;2108.640;1687.665;1873.650;1991.645;2566.650;2085.655;1709.635;2121.655;1653.650;1756.655;1751.640;1763.655;2019.660;1880.640;2165.645;1204.620;1859.630;1104.630;2252.660;3027.625;1813.665;1632.650;2362.660;1195.640;1891.640;2583.640;1649.670;1346.640;1838.660;1626.620;2384.645;1564.635;1241.640;2123.640;2063.650;1710.625;1953.655;1829.645;2292.660;1935.620;2147.655;1769.640;2132.645;1256.630;2144.665;1277.635;2191.670;2194.640;1825.675;1872.630;1854.650;2162.650;1463.675;1672.630;2210.645;1501.640;2283.660;1507.650;2097.630;1326.650;1877.655;1706.655;1734.625;2296.650;2506.640;2025.660;1532.640;1769.635;2015.650;1951.630;2080.575;2133.540;2064.555;1647.570;2381.600;2099.560;2577.590;1657.550;2562.605;1830.570;2414.590;2074.570;1647.605;2073.545;2034.590;2795.550;2235.595;2674.560;2462.560;1762.565;2372.570;3094.560;2385.560;3110.555;2709.580;2939.535;3005.570;3613.565;3141.560;2749.560;4019.570;3122.565;3405.550;2540.590;3407.545;3529.565;2970.555;4177.580;2566.565;2676.545;2823.570;1437.575;559.565;169.590;80.555;30.550;8.545;9.595;6.570;8.575;6.570;7.580;6.565;6.535;6.565;6.560;5.555;7.575;5.550;6.595;6.560;5.585;5.540;5.585;6.560;5.580;5.545;4.600;6.545;4.570;4.535;4.585;3.555;6.570;5.530;3.570;6.550;3.555;3.545;4.585;5.555;3.550;3.555;3.575;2.555;3.550;4.530;3.555;3.580;4.540
1607.635;1952.630;2379.645;1904.805;1827.645;1950.625;1898.665;1902.650;2001.690;1781.645;2297.690;1587.655;1982.685;1035.645;1879.665;1897.635;1940.645;2134.650;1957.635;2086.640;1670.665;1850.650;1966.645;2536.650;2062.655;1690.635;2098.655;1635.650;1736.655;1731.640;1742.655;1996.660;1861.640;2143.645;1190.620;1838.630;1091.630;2227.660;2996.625;1793.665;1614.650;2333.660;1183.640;1871.640;2553.640;1627.670;1328.640;1818.660;1609.620;2357.645;1548.635;1226.640;2099.640;2037.650;1690.625;1931.655;1810.645;2263.660;1913.620;2124.655;1747.640;2106.645;1243.630;2118.665;1262.635;2166.670;2167.640;1802.675;1849.630;1832.650;2140.650;1445.675;1649.630;2184.645;1483.640;2260.660;1489.650;2073.630;1312.650;1858.655;1687.655;1718.625;2268.650;2477.640;2001.660;1513.640;1748.635;1989.650;1929.630;2058.575;2109.540;2044.555;1627.570;2355.600;2073.560;2550.590;1638.550;2535.605;1812.570;2385.590;2051.570;1628.605;2050.545;2014.590;2764.550;2212.595;2642.560;2440.560;1742.565;2349.570;3059.560;2361.560;3079.555;2679.580;2906.535;2974.570;3574.565;3109.560;2723.560;3981.570;3092.565;3371.550;2512.590;3373.545;3491.565;2938.555;4133.580;2538.565;2648.545;2797.570;1423.575;554.565;168.590;80.555;31.550;7.545;10.595;6.570;9.575;7.570;7.580;7.565;5.535;6.565;7.560;5.555;7.575;4.550;5.595;5.560;5.585;5.540;4.585;5.560;4.580;5.545;4.600;5.545;4.570;3.535;4.585;3.555;5.570;4.530;3.570;5.550;3.555;3.545;3.585;4.555;2.550;2.555;2.575;2.555;3.550;3.530;2.555;3.580;4.540
1489.635;1802.630;2207.645;1759.805;1691.645;1803.625;1757.665;1760.650;1850.690;1647.645;2124.690;1466.655;1835.685;957.645;1738.665;1753.635;1797.645;1968.650;1811.635;1921.640;1544.665;1708.650;1822.645;2343.650;1906.655;1559.635;1941.655;1511.650;1607.655;1594.640;1614.655;1842.660;1718.640;1978.645;1102.620;1696.630;1009.630;2054.660;2763.625;1654.665;1493.650;2155.660;1092.640;1725.640;2354.640;1504.670;1230.640;1673.660;1484.620;2169.645;1433.635;1126.640;1935.640;1875.650;1559.625;1774.655;1669.645;2084.660;1764.620;1957.655;1614.640;1941.645;1145.630;1953.665;1162.635;1996.670;1994.640;1661.675;1701.630;1688.650;1967.650;1331.675;1520.630;2007.645;1368.640;2077.660;1369.650;1903.630;1205.650;1706.655;1549.655;1580.625;2084.650;2273.640;1843.660;1389.640;1610.635;1828.650;1768.630;1888.575;1933.540;1876.555;1492.570;2151.600;1903.560;2340.590;1501.550;2322.605;1657.570;2185.590;1875.570;1491.605;1877.545;1841.590;2528.550;2022.595;2413.560;2232.560;1592.565;2144.570;2791.560;2149.560;2805.555;2436.580;2652.535;2696.570;3254.565;2818.560;2480.560;3619.570;2826.565;3076.550;2299.590;3082.545;3212.565;2698.555;3819.580;2342.565;2462.545;2590.570;1325.575;514.565;158.590;75.555;30.550;7.545;11.595;7.570;9.575;7.570;7.580;7.565;5.535;6.565;6.560;6.555;8.575;6.550;6.595;5.560;5.585;6.540;6.585;7.560;6.580;5.545;5.600;6.545;4.570;4.535;4.585;4.555;6.570;4.530;3.570;6.550;3.555;3.545;3.585;4.555;3.550;4.555;3.575;3.555;3.550;4.530;3.555;3.580;4.540
1183.635;1432.630;1748.645;1397.805;1340.645;1430.625;1386.665;1392.650;1463.690;1301.645;1677.690;1160.655;1447.685;759.645;1371.665;1386.635;1416.645;1556.650;1431.635;1518.640;1216.665;1350.650;1433.645;1846.650;1502.655;1234.635;1527.655;1193.650;1266.655;1258.640;1269.655;1452.660;1351.640;1559.645;866.620;1333.630;793.630;1617.660;2171.625;1305.665;1174.650;1697.660;860.640;1357.640;1853.640;1184.670;966.640;1316.660;1163.620;1707.645;1120.635;886.640;1516.640;1472.650;1221.625;1396.655;1308.645;1637.660;1385.620;1536.655;1262.640;1525.645;901.630;1533.665;912.635;1564.670;1563.640;1302.675;1334.630;1324.650;1543.650;1044.675;1192.630;1578.645;1071.640;1634.660;1075.650;1494.630;948.650;1339.655;1219.655;1242.625;1640.650;1784.640;1447.660;1093.640;1267.635;1438.650;1392.630;1483.575;1525.540;1476.555;1177.570;1698.600;1502.560;1844.590;1187.550;1833.605;1313.570;1726.590;1486.570;1180.605;1487.545;1459.590;2004.550;1604.595;1920.560;1772.560;1271.565;1709.570;2228.560;1721.560;2251.555;1959.580;2138.535;2181.570;2629.565;2280.560;2000.560;2903.570;2249.565;2434.550;1810.590;2410.545;2478.565;2068.555;2892.580;1762.565;1830.545;1922.570;983.575;383.565;116.590;55.555;22.550;5.545;8.595;4.570;8.575;5.570;5.580;6.565;4.535;5.565;6.560;3.555;7.575;3.550;4.595;4.560;4.585;3.540;3.585;4.560;3.580;3.545;3.600;5.545;3.570;3.535;4.585;1.555;5.570;4.530;2.570;4.550;2.555;2.545;3.585;3.555;2.550;1.555;1.575;0.555;2.550;4.530;1.555;2.580;3.540
1432.635;1748.630;2123.645;1702.805;1629.645;1743.625;1690.665;1701.650;1785.690;1590.645;2050.690;1419.655;1770.685;927.645;1675.665;1697.635;1729.645;1907.650;1743.635;1865.640;1488.665;1658.650;1752.645;2268.650;1838.655;1510.635;1869.655;1464.650;1550.655;1554.640;1553.655;1786.660;1655.640;1921.645;1061.620;1642.630;975.630;1994.660;2670.625;1607.665;1439.650;2090.660;1055.640;1670.640;2282.640;1458.670;1186.640;1628.660;1435.620;2108.645;1376.635;1097.640;1871.640;1827.650;1507.625;1730.655;1612.645;2026.660;1708.620;1900.655;1560.640;1884.645;1112.630;1895.665;1129.635;1932.670;1938.640;1609.675;1653.630;1638.650;1910.650;1292.675;1476.630;1953.645;1324.640;2020.660;1331.650;1852.630;1172.650;1658.655;1509.655;1533.625;2026.650;2217.640;1787.660;1355.640;1558.635;1777.650;1726.630;1832.575;1886.540;1821.555;1454.570;2105.600;1853.560;2270.590;1465.550;2257.605;1622.570;2126.590;1832.570;1451.605;1829.545;1795.590;2461.550;1970.595;2357.560;2170.560;1556.565;2090.570;2727.560;2102.560;2738.555;2387.580;2579.535;2647.570;3173.565;2767.560;2415.560;3542.570;2742.565;3000.550;2243.590;3013.545;3108.565;2633.555;3696.580;2283.565;2367.545;2512.570;1273.575;496.565;147.590;70.555;27.550;7.545;9.595;5.570;7.575;6.570;6.580;6.565;4.535;5.565;6.560;5.555;7.575;3.550;4.595;4.560;4.585;5.540;4.585;5.560;3.580;3.545;3.600;5.545;3.570;2.535;3.585;3.555;4.570;3.530;2.570;4.550;3.555;1.545;2.585;3.555;2.550;2.555;2.575;3.555;2.550;3.530;2.555;2.580;4.540
1595.635;1939.630;2363.645;1890.805;1813.645;1935.625;1882.665;1889.650;1988.690;1770.645;2280.690;1578.655;1968.685;1027.645;1865.665;1884.635;1927.645;2117.650;1943.635;2070.640;1660.665;1839.650;1952.645;2519.650;2046.655;1679.635;2081.655;1626.650;1725.655;1722.640;1731.655;1984.660;1845.640;2133.645;1181.620;1826.630;1084.630;2214.660;2968.625;1782.665;1604.650;2320.660;1174.640;1860.640;2536.640;1622.670;1320.640;1805.660;1599.620;2343.645;1538.635;1217.640;2083.640;2024.650;1676.625;1918.655;1796.645;2251.660;1899.620;2111.655;1737.640;2094.645;1235.630;2104.665;1254.635;2151.670;2155.640;1793.675;1839.630;1820.650;2122.650;1439.675;1642.630;2169.645;1475.640;2249.660;1480.650;2060.630;1303.650;1847.655;1677.655;1707.625;2258.650;2463.640;1991.660;1505.640;1738.635;1980.650;1917.630;2044.575;2097.540;2029.555;1617.570;2337.600;2060.560;2530.590;1629.550;2517.605;1803.570;2370.590;2037.570;1617.605;2038.545;2001.590;2745.550;2198.595;2625.560;2421.560;1733.565;2330.570;3037.560;2343.560;3052.555;2658.580;2881.535;2946.570;3539.565;3081.560;2700.560;3951.570;3070.565;3354.550;2504.590;3361.545;3479.565;2934.555;4127.580;2540.565;2650.545;2802.570;1428.575;558.565;168.590;80.555;31.550;8.545;10.595;6.570;9.575;7.570;6.580;7.565;5.535;7.565;7.560;5.555;8.575;6.550;6.595;6.560;5.585;5.540;6.585;6.560;5.580;6.545;5.600;6.545;4.570;4.535;4.585;4.555;6.570;5.530;4.570;6.550;3.555;4.545;4.585;4.555;3.550;3.555;3.575;2.555;4.550;4.530;3.555;4.580;4.540
1624.635;1972.630;2402.645;1923.805;1846.645;1969.625;1917.665;1921.650;2020.690;1798.645;2319.690;1602.655;2002.685;1045.645;1897.665;1916.635;1961.645;2153.650;1978.635;2105.640;1684.665;1871.650;1986.645;2561.650;2082.655;1705.635;2119.655;1653.650;1755.655;1749.640;1762.655;2017.660;1880.640;2167.645;1202.620;1857.630;1102.630;2249.660;3022.625;1812.665;1631.650;2358.660;1194.640;1888.640;2580.640;1646.670;1345.640;1835.660;1624.620;2381.645;1565.635;1237.640;2119.640;2060.650;1707.625;1948.655;1827.645;2287.660;1929.620;2146.655;1765.640;2124.645;1255.630;2143.665;1275.635;2189.670;2188.640;1822.675;1869.630;1850.650;2156.650;1461.675;1670.630;2205.645;1497.640;2285.660;1504.650;2093.630;1325.650;1875.655;1704.655;1732.625;2294.650;2503.640;2024.660;1529.640;1767.635;2013.650;1947.630;2076.575;2131.540;2063.555;1642.570;2372.600;2095.560;2570.590;1655.550;2558.605;1828.570;2408.590;2069.570;1641.605;2071.545;2031.590;2790.550;2230.595;2669.560;2462.560;1761.565;2369.570;3091.560;2381.560;3104.555;2703.580;2933.535;3000.570;3606.565;3135.560;2745.560;4014.570;3118.565;3401.550;2538.590;3402.545;3520.565;2965.555;4170.580;2565.565;2673.545;2821.570;1436.575;559.565;169.590;80.555;31.550;7.545;11.595;6.570;9.575;6.570;7.580;6.565;6.535;6.565;6.560;5.555;7.575;5.550;5.595;5.560;5.585;5.540;4.585;6.560;5.580;5.545;4.600;6.545;5.570;4.535;4.585;4.555;5.570;4.530;3.570;5.550;3.555;3.545;3.585;4.555;3.550;3.555;3.575;3.555;3.550;4.530;2.555;4.580;4.540
