0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1535.635;1864.630;2275.645;1819.805;1745.645;1861.625;1812.665;1814.650;1911.690;1702.645;2193.690;1515.655;1894.685;985.645;1791.665;1807.635;1848.645;2032.650;1864.635;1989.640;1593.665;1764.650;1879.645;2418.650;1964.655;1609.635;2001.655;1561.650;1655.655;1651.640;1658.655;1898.660;1766.640;2038.645;1129.620;1744.630;1034.630;2115.660;2838.625;1701.665;1530.650;2210.660;1117.640;1768.640;2414.640;1539.670;1256.640;1715.660;1517.620;2224.645;1460.635;1156.640;1977.640;1919.650;1591.625;1815.655;1701.645;2128.660;1793.620;1994.655;1639.640;1973.645;1162.630;1984.665;1179.635;2022.670;2025.640;1682.675;1723.630;1704.650;1990.650;1344.675;1535.630;2023.645;1372.640;2091.660;1374.650;1910.630;1205.650;1707.655;1549.655;1572.625;2078.650;2261.640;1826.660;1376.640;1591.635;1802.650;1744.630;1853.575;1901.540;1829.555;1456.570;2098.600;1842.560;2258.590;1443.550;2227.605;1584.570;2077.590;1776.570;1402.605;1757.545;1714.590;2336.550;1854.595;2199.560;2010.560;1422.565;1888.570;2427.560;1838.560;2348.555;1991.580;2095.535;2076.570;2435.565;2094.560;1850.560;2753.570;2199.565;2463.550;1898.590;2629.545;2839.565;2522.555;3810.580;2608.565;3250.545;4608.570;3686.575;2733.565;1963.590;2756.555;3438.550;1847.545;3403.595;2216.570;2843.575;2200.570;1695.580;1145.565;317.535;211.565;96.560;19.555;11.575;6.550;6.595;6.560;6.585;6.540;5.585;5.560;5.580;4.545;5.600;5.545;4.570;4.535;4.585;4.555;5.570;3.530;3.570;4.550;3.555;3.545;4.585;4.555;2.550;3.555;2.575;3.555;3.550;3.530;3.555;2.580;2.540
1552.635;1887.630;2300.645;1838.805;1764.645;1884.625;1829.665;1838.650;1931.690;1719.645;2217.690;1532.655;1913.685;997.645;1809.665;1828.635;1870.645;2053.650;1886.635;2009.640;1610.665;1787.650;1897.645;2444.650;1986.655;1630.635;2021.655;1576.650;1673.655;1668.640;1676.655;1917.660;1785.640;2055.645;1140.620;1761.630;1044.630;2137.660;2867.625;1719.665;1546.650;2234.660;1130.640;1787.640;2443.640;1557.670;1268.640;1732.660;1530.620;2245.645;1472.635;1164.640;1994.640;1936.650;1602.625;1834.655;1715.645;2146.660;1813.620;2014.655;1651.640;1993.645;1173.630;2002.665;1190.635;2037.670;2040.640;1699.675;1738.630;1721.650;2004.650;1356.675;1546.630;2043.645;1386.640;2112.660;1386.650;1925.630;1218.650;1720.655;1561.655;1586.625;2097.650;2283.640;1841.660;1389.640;1602.635;1819.650;1759.630;1868.575;1913.540;1845.555;1470.570;2116.600;1860.560;2274.590;1458.550;2246.605;1599.570;2093.590;1790.570;1414.605;1769.545;1725.590;2352.550;1870.595;2216.560;2023.560;1433.565;1903.570;2444.560;1852.560;2368.555;2004.580;2113.535;2091.570;2456.565;2107.560;1865.560;2772.570;2214.565;2478.550;1911.590;2644.545;2855.565;2537.555;3831.580;2620.565;3270.545;4639.570;3714.575;2753.565;1977.590;2775.555;3464.550;1860.545;3434.595;2234.570;2871.575;2223.570;1713.580;1161.565;322.535;215.565;99.560;22.555;15.575;8.550;8.595;8.560;6.585;7.540;7.585;7.560;6.580;7.545;6.600;8.545;6.570;5.535;6.585;5.555;6.570;6.530;5.570;7.550;4.555;4.545;4.585;5.555;4.550;4.555;4.575;3.555;4.550;5.530;3.555;4.580;5.540
1356.635;1654.630;2010.645;1609.805;1542.645;1649.625;1595.665;1608.650;1686.690;1506.645;1940.690;1342.655;1672.685;876.645;1580.665;1602.635;1629.645;1797.650;1646.635;1760.640;1405.665;1565.650;1653.645;2139.650;1737.655;1427.635;1765.655;1381.650;1463.655;1464.640;1461.655;1680.660;1556.640;1803.645;999.620;1539.630;917.630;1871.660;2501.625;1504.665;1351.650;1957.660;990.640;1559.640;2133.640;1363.670;1106.640;1520.660;1337.620;1965.645;1284.635;1024.640;1741.640;1696.650;1402.625;1606.655;1496.645;1878.660;1581.620;1760.655;1444.640;1744.645;1030.630;1749.665;1044.635;1782.670;1786.640;1484.675;1522.630;1508.650;1750.650;1188.675;1354.630;1789.645;1212.640;1848.660;1216.650;1685.630;1069.650;1505.655;1368.655;1390.625;1831.650;1995.640;1607.660;1220.640;1398.635;1591.650;1542.630;1633.575;1677.540;1613.555;1287.570;1857.600;1628.560;1985.590;1280.550;1961.605;1403.570;1825.590;1569.570;1239.605;1548.545;1512.590;2057.550;1636.595;1942.560;1767.560;1258.565;1664.570;2134.560;1621.560;2069.555;1755.580;1841.535;1830.570;2142.565;1848.560;1627.560;2424.570;1933.565;2165.550;1671.590;2311.545;2486.565;2219.555;3330.580;2290.565;2840.545;4045.570;3233.575;2406.565;1720.590;2426.555;3014.550;1632.545;3008.595;1968.570;2516.575;1962.570;1507.580;1025.565;287.535;191.565;89.560;21.555;15.575;8.550;8.595;8.560;7.585;7.540;7.585;8.560;6.580;7.545;6.600;8.545;6.570;6.535;6.585;5.555;7.570;6.530;4.570;7.550;4.555;4.545;4.585;5.555;4.550;4.555;4.575;4.555;4.550;6.530;4.555;5.580;5.540
1165.635;1415.630;1721.645;1378.805;1322.645;1409.625;1366.665;1373.650;1444.690;1280.645;1655.690;1142.655;1426.685;747.645;1348.665;1363.635;1391.645;1528.650;1407.635;1496.640;1199.665;1331.650;1410.645;1817.650;1481.655;1214.635;1501.655;1173.650;1248.655;1236.640;1245.655;1424.660;1324.640;1529.645;847.620;1303.630;777.630;1585.660;2122.625;1274.665;1149.650;1656.660;839.640;1322.640;1805.640;1153.670;939.640;1281.660;1131.620;1660.645;1090.635;859.640;1473.640;1428.650;1183.625;1355.655;1267.645;1582.660;1341.620;1485.655;1219.640;1472.645;871.630;1477.665;879.635;1504.670;1504.640;1250.675;1281.630;1272.650;1477.650;998.675;1140.630;1506.645;1020.640;1555.660;1023.650;1419.630;899.650;1267.655;1151.655;1174.625;1542.650;1679.640;1357.660;1022.640;1184.635;1340.650;1296.630;1377.575;1409.540;1358.555;1082.570;1555.600;1366.560;1674.590;1075.550;1653.605;1178.570;1541.590;1319.570;1046.605;1306.545;1272.590;1735.550;1379.595;1636.560;1493.560;1061.565;1405.570;1802.560;1367.560;1750.555;1482.580;1564.535;1545.570;1816.565;1557.560;1382.560;2049.570;1645.565;1837.550;1421.590;1965.545;2125.565;1886.555;2854.580;1954.565;2435.545;3444.570;2753.575;2037.565;1456.590;2032.555;2527.550;1351.545;2477.595;1602.570;2053.575;1582.570;1220.580;826.565;231.535;155.565;74.560;17.555;12.575;6.550;7.595;7.560;6.585;6.540;6.585;7.560;5.580;4.545;5.600;6.545;5.570;4.535;5.585;3.555;6.570;4.530;2.570;5.550;3.555;2.545;3.585;4.555;2.550;2.555;1.575;1.555;3.550;4.530;2.555;2.580;4.540
1424.635;1723.630;2105.645;1683.805;1617.645;1723.625;1680.665;1680.650;1770.690;1572.645;2029.690;1401.655;1753.685;913.645;1657.665;1672.635;1713.645;1877.650;1728.635;1833.640;1474.665;1630.650;1736.645;2231.650;1822.655;1491.635;1850.655;1440.650;1536.655;1518.640;1536.655;1749.660;1631.640;1877.645;1043.620;1608.630;956.630;1948.660;2616.625;1567.665;1415.650;2036.660;1034.640;1628.640;2227.640;1419.670;1159.640;1578.660;1400.620;2045.645;1346.635;1056.640;1822.640;1761.650;1462.625;1667.655;1568.645;1952.660;1656.620;1832.655;1507.640;1815.645;1070.630;1823.665;1083.635;1859.670;1857.640;1545.675;1583.630;1566.650;1827.650;1234.675;1408.630;1856.645;1263.640;1917.660;1260.650;1751.630;1107.650;1566.655;1419.655;1445.625;1904.650;2070.640;1674.660;1260.640;1459.635;1652.650;1594.630;1699.575;1736.540;1675.555;1332.570;1915.600;1685.560;2067.590;1320.550;2039.605;1447.570;1900.590;1620.570;1285.605;1604.545;1562.590;2130.550;1693.595;2005.560;1834.560;1298.565;1723.570;2211.560;1675.560;2142.555;1812.580;1917.535;1887.570;2220.565;1900.560;1687.560;2499.570;2004.565;2238.550;1724.590;2383.545;2580.565;2283.555;3452.580;2355.565;2948.545;4171.570;3350.575;2481.565;1792.590;2505.555;3143.550;1683.545;3111.595;2024.570;2621.575;2020.570;1568.580;1059.565;296.535;198.565;91.560;20.555;14.575;7.550;7.595;7.560;7.585;7.540;6.585;7.560;6.580;7.545;5.600;8.545;5.570;4.535;5.585;4.555;6.570;5.530;4.570;6.550;4.555;3.545;4.585;4.555;3.550;3.555;3.575;3.555;3.550;5.530;3.555;4.580;4.540
1538.635;1866.630;2278.645;1821.805;1746.645;1866.625;1813.665;1819.650;1912.690;1702.645;2196.690;1518.655;1898.685;989.645;1793.665;1813.635;1852.645;2034.650;1870.635;1992.640;1595.665;1769.650;1879.645;2422.650;1970.655;1614.635;2002.655;1563.650;1658.655;1650.640;1660.655;1900.660;1767.640;2040.645;1132.620;1746.630;1037.630;2116.660;2838.625;1703.665;1532.650;2212.660;1120.640;1769.640;2415.640;1541.670;1259.640;1715.660;1518.620;2221.645;1459.635;1153.640;1978.640;1916.650;1589.625;1817.655;1700.645;2123.660;1795.620;1991.655;1636.640;1969.645;1163.630;1982.665;1180.635;2019.670;2019.640;1681.675;1722.630;1706.650;1984.650;1342.675;1532.630;2022.645;1373.640;2088.660;1372.650;1905.630;1205.650;1707.655;1545.655;1574.625;2074.650;2256.640;1821.660;1377.640;1588.635;1801.650;1740.630;1850.575;1895.540;1826.555;1454.570;2092.600;1842.560;2249.590;1443.550;2221.605;1581.570;2071.590;1774.570;1403.605;1754.545;1708.590;2329.550;1851.595;2195.560;2003.560;1420.565;1885.570;2417.560;1835.560;2341.555;1987.580;2093.535;2069.570;2428.565;2084.560;1847.560;2742.570;2193.565;2451.550;1892.590;2616.545;2822.565;2508.555;3786.580;2590.565;3232.545;4583.570;3674.575;2725.565;1963.590;2748.555;3437.550;1847.545;3408.595;2220.570;2858.575;2212.570;1711.580;1158.565;323.535;216.565;99.560;22.555;15.575;7.550;7.595;8.560;6.585;7.540;7.585;7.560;6.580;6.545;6.600;8.545;6.570;5.535;6.585;5.555;6.570;6.530;4.570;7.550;4.555;4.545;4.585;5.555;4.550;4.555;4.575;4.555;4.550;5.530;3.555;4.580;5.540
1555.635;1888.630;2301.645;1844.805;1767.645;1888.625;1833.665;1840.650;1936.690;1722.645;2218.690;1533.655;1914.685;1000.645;1811.665;1830.635;1871.645;2057.650;1887.635;2009.640;1612.665;1788.650;1898.645;2448.650;1991.655;1630.635;2023.655;1580.650;1678.655;1669.640;1678.655;1918.660;1785.640;2060.645;1144.620;1765.630;1048.630;2137.660;2869.625;1719.665;1547.650;2237.660;1131.640;1788.640;2443.640;1557.670;1270.640;1733.660;1536.620;2249.645;1473.635;1166.640;1996.640;1937.650;1605.625;1834.655;1718.645;2146.660;1815.620;2011.655;1655.640;1995.645;1176.630;2004.665;1192.635;2041.670;2040.640;1697.675;1742.630;1722.650;2007.650;1357.675;1547.630;2047.645;1386.640;2114.660;1387.650;1926.630;1218.650;1725.655;1562.655;1590.625;2095.650;2286.640;1842.660;1391.640;1605.635;1821.650;1760.630;1871.575;1915.540;1847.555;1469.570;2116.600;1860.560;2276.590;1460.550;2245.605;1600.570;2095.590;1792.570;1416.605;1771.545;1727.590;2355.550;1872.595;2218.560;2023.560;1437.565;1905.570;2447.560;1854.560;2370.555;2007.580;2116.535;2094.570;2458.565;2109.560;1865.560;2773.570;2218.565;2483.550;1915.590;2647.545;2860.565;2539.555;3832.580;2626.565;3274.545;4639.570;3713.575;2755.565;1981.590;2775.555;3464.550;1862.545;3436.595;2235.570;2872.575;2226.570;1718.580;1164.565;324.535;216.565;101.560;22.555;15.575;8.550;9.595;8.560;7.585;7.540;7.585;8.560;6.580;7.545;7.600;8.545;6.570;6.535;6.585;5.555;7.570;6.530;4.570;7.550;4.555;4.545;5.585;6.555;3.550;4.555;3.575;3.555;5.550;5.530;4.555;4.580;5.540
1559.635;1891.630;2307.645;1845.805;1768.645;1890.625;1837.665;1842.650;1937.690;1724.645;2226.690;1536.655;1921.685;1000.645;1814.665;1834.635;1876.645;2062.650;1891.635;2016.640;1613.665;1791.650;1902.645;2452.650;1994.655;1635.635;2027.655;1583.650;1680.655;1672.640;1682.655;1925.660;1790.640;2064.645;1145.620;1769.630;1050.630;2144.660;2871.625;1724.665;1551.650;2244.660;1135.640;1792.640;2449.640;1560.670;1272.640;1740.660;1537.620;2254.645;1478.635;1169.640;2004.640;1943.650;1609.625;1840.655;1721.645;2150.660;1818.620;2018.655;1660.640;1999.645;1180.630;2007.665;1195.635;2045.670;2048.640;1703.675;1744.630;1728.650;2011.650;1360.675;1554.630;2049.645;1390.640;2116.660;1391.650;1931.630;1221.650;1728.655;1566.655;1593.625;2102.650;2289.640;1843.660;1396.640;1609.635;1824.650;1764.630;1876.575;1922.540;1851.555;1473.570;2121.600;1865.560;2278.590;1462.550;2252.605;1604.570;2098.590;1796.570;1421.605;1776.545;1730.590;2361.550;1879.595;2225.560;2034.560;1440.565;1911.570;2454.560;1857.560;2372.555;2014.580;2119.535;2097.570;2459.565;2115.560;1870.560;2781.570;2220.565;2486.550;1918.590;2652.545;2862.565;2546.555;3840.580;2629.565;3277.545;4649.570;3722.575;2760.565;1983.590;2781.555;3472.550;1866.545;3439.595;2240.570;2880.575;2231.570;1722.580;1168.565;325.535;217.565;101.560;23.555;15.575;7.550;8.595;8.560;7.585;7.540;7.585;7.560;6.580;7.545;6.600;8.545;6.570;5.535;6.585;5.555;6.570;5.530;5.570;7.550;4.555;4.545;4.585;5.555;4.550;4.555;4.575;3.555;4.550;6.530;3.555;4.580;5.540
1554.635;1889.630;2300.645;1840.805;1765.645;1886.625;1832.665;1840.650;1935.690;1722.645;2219.690;1535.655;1917.685;998.645;1811.665;1830.635;1873.645;2058.650;1887.635;2006.640;1612.665;1787.650;1897.645;2443.650;1989.655;1631.635;2022.655;1580.650;1676.655;1669.640;1678.655;1919.660;1789.640;2062.645;1141.620;1764.630;1047.630;2139.660;2869.625;1719.665;1546.650;2235.660;1132.640;1787.640;2443.640;1557.670;1271.640;1734.660;1534.620;2247.645;1474.635;1166.640;1998.640;1938.650;1605.625;1834.655;1719.645;2146.660;1814.620;2014.655;1654.640;1994.645;1177.630;2003.665;1194.635;2042.670;2041.640;1697.675;1740.630;1721.650;2005.650;1356.675;1548.630;2043.645;1385.640;2112.660;1386.650;1927.630;1218.650;1722.655;1562.655;1590.625;2095.650;2282.640;1842.660;1390.640;1604.635;1822.650;1759.630;1871.575;1915.540;1847.555;1469.570;2116.600;1860.560;2272.590;1457.550;2245.605;1599.570;2096.590;1789.570;1416.605;1772.545;1728.590;2354.550;1871.595;2219.560;2026.560;1433.565;1904.570;2447.560;1854.560;2367.555;2008.580;2114.535;2090.570;2453.565;2107.560;1865.560;2772.570;2214.565;2477.550;1912.590;2646.545;2855.565;2536.555;3833.580;2623.565;3269.545;4640.570;3714.575;2756.565;1978.590;2774.555;3464.550;1862.545;3432.595;2235.570;2877.575;2228.570;1719.580;1165.565;325.535;217.565;100.560;22.555;15.575;8.550;8.595;8.560;7.585;7.540;7.585;8.560;6.580;7.545;6.600;8.545;6.570;6.535;6.585;5.555;7.570;6.530;4.570;7.550;5.555;4.545;5.585;5.555;4.550;4.555;4.575;4.555;4.550;5.530;4.555;5.580;5.540
